"regionname","species","location","locationtype","cuid","parameter","datavalue"
"Fraser","Chinook","South Thompson River-Bessette Creek (Summer 4-2)","Conservation Unit","316","dq_score","8"
"Fraser","Chinook","South Thompson River-Bessette Creek (Summer 4-2)","Conservation Unit","316","survey_coverage","0"
"Fraser","Chinook","South Thompson River-Bessette Creek (Summer 4-2)","Conservation Unit","316","survey_execution","5"
"Fraser","Chinook","South Thompson River-Bessette Creek (Summer 4-2)","Conservation Unit","316","survey_quality","3"
"Fraser","Chinook","South Thompson River (Summer 4-1)","Conservation Unit","313","catch_quality","0"
"Fraser","Chinook","South Thompson River (Summer 4-1)","Conservation Unit","313","dq_score","8"
"Fraser","Chinook","South Thompson River (Summer 4-1)","Conservation Unit","313","survey_coverage","1"
"Fraser","Chinook","South Thompson River (Summer 4-1)","Conservation Unit","313","survey_execution","5"
"Fraser","Chinook","South Thompson River (Summer 4-1)","Conservation Unit","313","survey_quality","2"
"Fraser","Chinook","South Thompson River (Summer 5-2)","Conservation Unit","314","catch_quality","0"
"Fraser","Chinook","South Thompson River (Summer 5-2)","Conservation Unit","314","dq_score","13"
"Fraser","Chinook","South Thompson River (Summer 5-2)","Conservation Unit","314","survey_coverage","5"
"Fraser","Chinook","South Thompson River (Summer 5-2)","Conservation Unit","314","survey_execution","5"
"Fraser","Chinook","South Thompson River (Summer 5-2)","Conservation Unit","314","survey_quality","3"
"Fraser","Chinook","Upper Fraser River (Spring 5-2)","Conservation Unit","312","catch_quality","0"
"Fraser","Chinook","Upper Fraser River (Spring 5-2)","Conservation Unit","312","dq_score","7"
"Fraser","Chinook","Upper Fraser River (Spring 5-2)","Conservation Unit","312","survey_coverage","0"
"Fraser","Chinook","Upper Fraser River (Spring 5-2)","Conservation Unit","312","survey_execution","5"
"Fraser","Chinook","Upper Fraser River (Spring 5-2)","Conservation Unit","312","survey_quality","2"
"Fraser","Chum","Lower Fraser","Conservation Unit","701","catch_quality","0"
"Fraser","Chum","Lower Fraser","Conservation Unit","701","dq_score","5"
"Fraser","Chum","Lower Fraser","Conservation Unit","701","survey_coverage","0"
"Fraser","Chum","Lower Fraser","Conservation Unit","701","survey_execution","2"
"Fraser","Chum","Lower Fraser","Conservation Unit","701","survey_quality","3"
"Fraser","Coho","Boundary Bay","Conservation Unit","906","catch_quality","0"
"Fraser","Coho","Boundary Bay","Conservation Unit","906","dq_score","0"
"Fraser","Coho","Boundary Bay","Conservation Unit","906","survey_coverage","0"
"Fraser","Coho","Boundary Bay","Conservation Unit","906","survey_execution","0"
"Fraser","Coho","Boundary Bay","Conservation Unit","906","survey_quality","0"
"Fraser","Coho","Fraser Canyon","Conservation Unit","705","catch_quality","0"
"Fraser","Coho","Fraser Canyon","Conservation Unit","705","dq_score","8"
"Fraser","Coho","Fraser Canyon","Conservation Unit","705","survey_coverage","0"
"Fraser","Coho","Fraser Canyon","Conservation Unit","705","survey_execution","5"
"Fraser","Coho","Fraser Canyon","Conservation Unit","705","survey_quality","3"
"Fraser","Coho","Interior Fraser","Conservation Unit","749","catch_quality","0"
"Fraser","Coho","Interior Fraser","Conservation Unit","749","dq_score","7"
"Fraser","Coho","Interior Fraser","Conservation Unit","749","survey_coverage","0"
"Fraser","Coho","Interior Fraser","Conservation Unit","749","survey_execution","4"
"Fraser","Coho","Interior Fraser","Conservation Unit","749","survey_quality","3"
"Fraser","Coho","Lillooet","Conservation Unit","704","catch_quality","0"
"Fraser","Coho","Lillooet","Conservation Unit","704","dq_score","0"
"Fraser","Coho","Lillooet","Conservation Unit","704","survey_coverage","0"
"Fraser","Coho","Lillooet","Conservation Unit","704","survey_execution","0"
"Fraser","Coho","Lillooet","Conservation Unit","704","survey_quality","0"
"Fraser","Coho","Lower Fraser","Conservation Unit","750","catch_quality","0"
"Fraser","Coho","Lower Fraser","Conservation Unit","750","dq_score","0"
"Fraser","Coho","Lower Fraser","Conservation Unit","750","survey_coverage","0"
"Fraser","Coho","Lower Fraser","Conservation Unit","750","survey_execution","0"
"Fraser","Coho","Lower Fraser","Conservation Unit","750","survey_quality","0"
"Fraser","Coho","Lower Thompson","Conservation Unit","707","catch_quality","0"
"Fraser","Coho","Lower Thompson","Conservation Unit","707","dq_score","10"
"Fraser","Coho","Lower Thompson","Conservation Unit","707","survey_coverage","0"
"Fraser","Coho","Lower Thompson","Conservation Unit","707","survey_execution","5"
"Fraser","Coho","Lower Thompson","Conservation Unit","707","survey_quality","5"
"Fraser","Coho","North Thompson","Conservation Unit","709","catch_quality","0"
"Fraser","Coho","North Thompson","Conservation Unit","709","dq_score","8"
"Fraser","Coho","North Thompson","Conservation Unit","709","survey_coverage","0"
"Fraser","Coho","North Thompson","Conservation Unit","709","survey_execution","5"
"Fraser","Coho","North Thompson","Conservation Unit","709","survey_quality","3"
"Fraser","Coho","South Thompson","Conservation Unit","708","catch_quality","0"
"Fraser","Coho","South Thompson","Conservation Unit","708","dq_score","7"
"Fraser","Coho","South Thompson","Conservation Unit","708","survey_coverage","0"
"Fraser","Coho","South Thompson","Conservation Unit","708","survey_execution","4"
"Fraser","Coho","South Thompson","Conservation Unit","708","survey_quality","3"
"Fraser","Lake sockeye","Adams & Momich Lakes-Early Summer","Conservation Unit","751","catch_quality","0"
"Fraser","Lake sockeye","Adams & Momich Lakes-Early Summer","Conservation Unit","751","dq_score","0"
"Fraser","Lake sockeye","Adams & Momich Lakes-Early Summer","Conservation Unit","751","survey_coverage","0"
"Fraser","Lake sockeye","Adams & Momich Lakes-Early Summer","Conservation Unit","751","survey_execution","0"
"Fraser","Lake sockeye","Adams & Momich Lakes-Early Summer","Conservation Unit","751","survey_quality","0"
"Fraser","Lake sockeye","Anderson-Seton-Early Summer","Conservation Unit","719","catch_quality","5"
"Fraser","Lake sockeye","Anderson-Seton-Early Summer","Conservation Unit","719","dq_score","19"
"Fraser","Lake sockeye","Anderson-Seton-Early Summer","Conservation Unit","719","survey_coverage","5"
"Fraser","Lake sockeye","Anderson-Seton-Early Summer","Conservation Unit","719","survey_execution","5"
"Fraser","Lake sockeye","Anderson-Seton-Early Summer","Conservation Unit","719","survey_quality","4"
"Fraser","Lake sockeye","Bowron-Early Summer","Conservation Unit","735","catch_quality","5"
"Fraser","Lake sockeye","Bowron-Early Summer","Conservation Unit","735","dq_score","17"
"Fraser","Lake sockeye","Bowron-Early Summer","Conservation Unit","735","survey_coverage","5"
"Fraser","Lake sockeye","Bowron-Early Summer","Conservation Unit","735","survey_execution","5"
"Fraser","Lake sockeye","Bowron-Early Summer","Conservation Unit","735","survey_quality","2"
"Fraser","Lake sockeye","Chilko-Early Summer","Conservation Unit","720","catch_quality","0"
"Fraser","Lake sockeye","Chilko-Early Summer","Conservation Unit","720","dq_score","0"
"Fraser","Lake sockeye","Chilko-Early Summer","Conservation Unit","720","survey_coverage","0"
"Fraser","Lake sockeye","Chilko-Early Summer","Conservation Unit","720","survey_execution","0"
"Fraser","Lake sockeye","Chilko-Early Summer","Conservation Unit","720","survey_quality","0"
"Fraser","Lake sockeye","Chilko-Summer","Conservation Unit","721","catch_quality","5"
"Fraser","Lake sockeye","Chilko-Summer","Conservation Unit","721","dq_score","19"
"Fraser","Lake sockeye","Chilko-Summer","Conservation Unit","721","survey_coverage","5"
"Fraser","Lake sockeye","Chilko-Summer","Conservation Unit","721","survey_execution","5"
"Fraser","Lake sockeye","Chilko-Summer","Conservation Unit","721","survey_quality","4"
"Fraser","Lake sockeye","Chilliwack-Early Summer (cyclic)","Conservation Unit","711","catch_quality","0"
"Fraser","Lake sockeye","Chilliwack-Early Summer (cyclic)","Conservation Unit","711","dq_score","13"
"Fraser","Lake sockeye","Chilliwack-Early Summer (cyclic)","Conservation Unit","711","survey_coverage","5"
"Fraser","Lake sockeye","Chilliwack-Early Summer (cyclic)","Conservation Unit","711","survey_execution","5"
"Fraser","Lake sockeye","Chilliwack-Early Summer (cyclic)","Conservation Unit","711","survey_quality","3"
"Fraser","Lake sockeye","Cultus-Late","Conservation Unit","712","catch_quality","5"
"Fraser","Lake sockeye","Cultus-Late","Conservation Unit","712","dq_score","20"
"Fraser","Lake sockeye","Cultus-Late","Conservation Unit","712","survey_coverage","5"
"Fraser","Lake sockeye","Cultus-Late","Conservation Unit","712","survey_execution","5"
"Fraser","Lake sockeye","Cultus-Late","Conservation Unit","712","survey_quality","5"
"Fraser","Lake sockeye","Francois-Fraser-Summer","Conservation Unit","725","catch_quality","5"
"Fraser","Lake sockeye","Francois-Fraser-Summer","Conservation Unit","725","dq_score","19"
"Fraser","Lake sockeye","Francois-Fraser-Summer","Conservation Unit","725","survey_coverage","5"
"Fraser","Lake sockeye","Francois-Fraser-Summer","Conservation Unit","725","survey_execution","5"
"Fraser","Lake sockeye","Francois-Fraser-Summer","Conservation Unit","725","survey_quality","4"
"Fraser","Lake sockeye","Harrison-Downstream Migrating-Late","Conservation Unit","713","catch_quality","0"
"Fraser","Lake sockeye","Harrison-Downstream Migrating-Late","Conservation Unit","713","dq_score","13"
"Fraser","Lake sockeye","Harrison-Downstream Migrating-Late","Conservation Unit","713","survey_coverage","5"
"Fraser","Lake sockeye","Harrison-Downstream Migrating-Late","Conservation Unit","713","survey_execution","5"
"Fraser","Lake sockeye","Harrison-Downstream Migrating-Late","Conservation Unit","713","survey_quality","3"
"Fraser","Lake sockeye","Harrison-Upstream Migrating-Late","Conservation Unit","714","catch_quality","5"
"Fraser","Lake sockeye","Harrison-Upstream Migrating-Late","Conservation Unit","714","dq_score","18"
"Fraser","Lake sockeye","Harrison-Upstream Migrating-Late","Conservation Unit","714","survey_coverage","5"
"Fraser","Lake sockeye","Harrison-Upstream Migrating-Late","Conservation Unit","714","survey_execution","5"
"Fraser","Lake sockeye","Harrison-Upstream Migrating-Late","Conservation Unit","714","survey_quality","3"
"Fraser","Lake sockeye","Kamloops-Early Summer","Conservation Unit","740","catch_quality","5"
"Fraser","Lake sockeye","Kamloops-Early Summer","Conservation Unit","740","dq_score","17"
"Fraser","Lake sockeye","Kamloops-Early Summer","Conservation Unit","740","survey_coverage","5"
"Fraser","Lake sockeye","Kamloops-Early Summer","Conservation Unit","740","survey_execution","5"
"Fraser","Lake sockeye","Kamloops-Early Summer","Conservation Unit","740","survey_quality","2"
"Fraser","Lake sockeye","Lillooet-Harrison-Late","Conservation Unit","716","catch_quality","5"
"Fraser","Lake sockeye","Lillooet-Harrison-Late","Conservation Unit","716","dq_score","19"
"Fraser","Lake sockeye","Lillooet-Harrison-Late","Conservation Unit","716","survey_coverage","5"
"Fraser","Lake sockeye","Lillooet-Harrison-Late","Conservation Unit","716","survey_execution","5"
"Fraser","Lake sockeye","Lillooet-Harrison-Late","Conservation Unit","716","survey_quality","4"
"Fraser","Lake sockeye","Nadina-Francois-Early Summer","Conservation Unit","727","catch_quality","5"
"Fraser","Lake sockeye","Nadina-Francois-Early Summer","Conservation Unit","727","dq_score","19"
"Fraser","Lake sockeye","Nadina-Francois-Early Summer","Conservation Unit","727","survey_coverage","5"
"Fraser","Lake sockeye","Nadina-Francois-Early Summer","Conservation Unit","727","survey_execution","5"
"Fraser","Lake sockeye","Nadina-Francois-Early Summer","Conservation Unit","727","survey_quality","4"
"Fraser","Lake sockeye","Nahatlatch-Early Summer","Conservation Unit","718","catch_quality","0"
"Fraser","Lake sockeye","Nahatlatch-Early Summer","Conservation Unit","718","dq_score","12"
"Fraser","Lake sockeye","Nahatlatch-Early Summer","Conservation Unit","718","survey_coverage","5"
"Fraser","Lake sockeye","Nahatlatch-Early Summer","Conservation Unit","718","survey_execution","5"
"Fraser","Lake sockeye","Nahatlatch-Early Summer","Conservation Unit","718","survey_quality","2"
"Fraser","Lake sockeye","North Barriere-Early Summer (de novo)","Conservation Unit","752","catch_quality","5"
"Fraser","Lake sockeye","North Barriere-Early Summer (de novo)","Conservation Unit","752","dq_score","18"
"Fraser","Lake sockeye","North Barriere-Early Summer (de novo)","Conservation Unit","752","survey_coverage","5"
"Fraser","Lake sockeye","North Barriere-Early Summer (de novo)","Conservation Unit","752","survey_execution","5"
"Fraser","Lake sockeye","North Barriere-Early Summer (de novo)","Conservation Unit","752","survey_quality","3"
"Fraser","Lake sockeye","Pitt-Early Summer","Conservation Unit","715","catch_quality","5"
"Fraser","Lake sockeye","Pitt-Early Summer","Conservation Unit","715","dq_score","18"
"Fraser","Lake sockeye","Pitt-Early Summer","Conservation Unit","715","survey_coverage","5"
"Fraser","Lake sockeye","Pitt-Early Summer","Conservation Unit","715","survey_execution","5"
"Fraser","Lake sockeye","Pitt-Early Summer","Conservation Unit","715","survey_quality","3"
"Fraser","Lake sockeye","Quesnel-Summer (cyclic)","Conservation Unit","728","catch_quality","5"
"Fraser","Lake sockeye","Quesnel-Summer (cyclic)","Conservation Unit","728","dq_score","18"
"Fraser","Lake sockeye","Quesnel-Summer (cyclic)","Conservation Unit","728","survey_coverage","5"
"Fraser","Lake sockeye","Quesnel-Summer (cyclic)","Conservation Unit","728","survey_execution","5"
"Fraser","Lake sockeye","Quesnel-Summer (cyclic)","Conservation Unit","728","survey_quality","3"
"Fraser","Lake sockeye","Seton-Late (de novo)","Conservation Unit","729","catch_quality","5"
"Fraser","Lake sockeye","Seton-Late (de novo)","Conservation Unit","729","dq_score","5"
"Fraser","Lake sockeye","Seton-Late (de novo)","Conservation Unit","729","survey_coverage","0"
"Fraser","Lake sockeye","Seton-Late (de novo)","Conservation Unit","729","survey_execution","0"
"Fraser","Lake sockeye","Seton-Late (de novo)","Conservation Unit","729","survey_quality","0"
"Fraser","Lake sockeye","Shuswap-Early Summer (cyclic)","Conservation Unit","738","catch_quality","5"
"Fraser","Lake sockeye","Shuswap-Early Summer (cyclic)","Conservation Unit","738","dq_score","5"
"Fraser","Lake sockeye","Shuswap-Early Summer (cyclic)","Conservation Unit","738","survey_coverage","0"
"Fraser","Lake sockeye","Shuswap-Early Summer (cyclic)","Conservation Unit","738","survey_execution","0"
"Fraser","Lake sockeye","Shuswap-Early Summer (cyclic)","Conservation Unit","738","survey_quality","0"
"Fraser","Lake sockeye","Shuswap-Late (cyclic)","Conservation Unit","739","catch_quality","5"
"Fraser","Lake sockeye","Shuswap-Late (cyclic)","Conservation Unit","739","dq_score","17"
"Fraser","Lake sockeye","Shuswap-Late (cyclic)","Conservation Unit","739","survey_coverage","5"
"Fraser","Lake sockeye","Shuswap-Late (cyclic)","Conservation Unit","739","survey_execution","5"
"Fraser","Lake sockeye","Shuswap-Late (cyclic)","Conservation Unit","739","survey_quality","2"
"Fraser","Lake sockeye","Takla-Trembleur-Early Stuart (cyclic)","Conservation Unit","732","catch_quality","5"
"Fraser","Lake sockeye","Takla-Trembleur-Early Stuart (cyclic)","Conservation Unit","732","dq_score","18"
"Fraser","Lake sockeye","Takla-Trembleur-Early Stuart (cyclic)","Conservation Unit","732","survey_coverage","5"
"Fraser","Lake sockeye","Takla-Trembleur-Early Stuart (cyclic)","Conservation Unit","732","survey_execution","5"
"Fraser","Lake sockeye","Takla-Trembleur-Early Stuart (cyclic)","Conservation Unit","732","survey_quality","3"
"Fraser","Lake sockeye","Takla-Trembleur-Stuart-Summer (cyclic)","Conservation Unit","731","catch_quality","5"
"Fraser","Lake sockeye","Takla-Trembleur-Stuart-Summer (cyclic)","Conservation Unit","731","dq_score","17"
"Fraser","Lake sockeye","Takla-Trembleur-Stuart-Summer (cyclic)","Conservation Unit","731","survey_coverage","5"
"Fraser","Lake sockeye","Takla-Trembleur-Stuart-Summer (cyclic)","Conservation Unit","731","survey_execution","4"
"Fraser","Lake sockeye","Takla-Trembleur-Stuart-Summer (cyclic)","Conservation Unit","731","survey_quality","3"
"Fraser","Lake sockeye","Taseko-Early Summer","Conservation Unit","734","catch_quality","0"
"Fraser","Lake sockeye","Taseko-Early Summer","Conservation Unit","734","dq_score","12"
"Fraser","Lake sockeye","Taseko-Early Summer","Conservation Unit","734","survey_coverage","5"
"Fraser","Lake sockeye","Taseko-Early Summer","Conservation Unit","734","survey_execution","5"
"Fraser","Lake sockeye","Taseko-Early Summer","Conservation Unit","734","survey_quality","2"
"Fraser","Pink (odd)","Fraser River (odd)","Conservation Unit","710","catch_quality","5"
"Fraser","Pink (odd)","Fraser River (odd)","Conservation Unit","710","dq_score","20"
"Fraser","Pink (odd)","Fraser River (odd)","Conservation Unit","710","survey_coverage","5"
"Fraser","Pink (odd)","Fraser River (odd)","Conservation Unit","710","survey_execution","5"
"Fraser","Pink (odd)","Fraser River (odd)","Conservation Unit","710","survey_quality","5"
"Fraser","River sockeye","Harrison River (river-type)","Conservation Unit","745","catch_quality","5"
"Fraser","River sockeye","Harrison River (river-type)","Conservation Unit","745","dq_score","19"
"Fraser","River sockeye","Harrison River (river-type)","Conservation Unit","745","survey_coverage","5"
"Fraser","River sockeye","Harrison River (river-type)","Conservation Unit","745","survey_execution","5"
"Fraser","River sockeye","Harrison River (river-type)","Conservation Unit","745","survey_quality","4"
"Fraser","River sockeye","Widgeon (river-type)","Conservation Unit","742","catch_quality","0"
"Fraser","River sockeye","Widgeon (river-type)","Conservation Unit","742","dq_score","0"
"Fraser","River sockeye","Widgeon (river-type)","Conservation Unit","742","survey_coverage","0"
"Fraser","River sockeye","Widgeon (river-type)","Conservation Unit","742","survey_execution","0"
"Fraser","River sockeye","Widgeon (river-type)","Conservation Unit","742","survey_quality","0"
"Haida Gwaii","Chinook","East Haida Gwaii","Conservation Unit","806","catch_quality","0"
"Haida Gwaii","Chinook","East Haida Gwaii","Conservation Unit","806","dq_score","0"
"Haida Gwaii","Chinook","East Haida Gwaii","Conservation Unit","806","survey_coverage","0"
"Haida Gwaii","Chinook","East Haida Gwaii","Conservation Unit","806","survey_execution","0"
"Haida Gwaii","Chinook","East Haida Gwaii","Conservation Unit","806","survey_quality","0"
"Haida Gwaii","Chinook","North Haida Gwaii","Conservation Unit","805","catch_quality","0"
"Haida Gwaii","Chinook","North Haida Gwaii","Conservation Unit","805","dq_score","0"
"Haida Gwaii","Chinook","North Haida Gwaii","Conservation Unit","805","survey_coverage","0"
"Haida Gwaii","Chinook","North Haida Gwaii","Conservation Unit","805","survey_execution","0"
"Haida Gwaii","Chinook","North Haida Gwaii","Conservation Unit","805","survey_quality","0"
"Haida Gwaii","Chum","East Haida Gwaii","Conservation Unit","801","catch_quality","2"
"Haida Gwaii","Chum","East Haida Gwaii","Conservation Unit","801","dq_score","9"
"Haida Gwaii","Chum","East Haida Gwaii","Conservation Unit","801","survey_coverage","2"
"Haida Gwaii","Chum","East Haida Gwaii","Conservation Unit","801","survey_execution","4"
"Haida Gwaii","Chum","East Haida Gwaii","Conservation Unit","801","survey_quality","1"
"Haida Gwaii","Chum","North Haida Gwaii","Conservation Unit","802","catch_quality","2"
"Haida Gwaii","Chum","North Haida Gwaii","Conservation Unit","802","dq_score","7"
"Haida Gwaii","Chum","North Haida Gwaii","Conservation Unit","802","survey_coverage","2"
"Haida Gwaii","Chum","North Haida Gwaii","Conservation Unit","802","survey_execution","2"
"Haida Gwaii","Chum","North Haida Gwaii","Conservation Unit","802","survey_quality","1"
"Haida Gwaii","Chum","North Haida Gwaii-Stanley Creek","Conservation Unit","800","catch_quality","2"
"Haida Gwaii","Chum","North Haida Gwaii-Stanley Creek","Conservation Unit","800","dq_score","8"
"Haida Gwaii","Chum","North Haida Gwaii-Stanley Creek","Conservation Unit","800","survey_coverage","5"
"Haida Gwaii","Chum","North Haida Gwaii-Stanley Creek","Conservation Unit","800","survey_execution","0"
"Haida Gwaii","Chum","North Haida Gwaii-Stanley Creek","Conservation Unit","800","survey_quality","1"
"Haida Gwaii","Chum","Skidegate","Conservation Unit","804","catch_quality","2"
"Haida Gwaii","Chum","Skidegate","Conservation Unit","804","dq_score","10"
"Haida Gwaii","Chum","Skidegate","Conservation Unit","804","survey_coverage","3"
"Haida Gwaii","Chum","Skidegate","Conservation Unit","804","survey_execution","4"
"Haida Gwaii","Chum","Skidegate","Conservation Unit","804","survey_quality","1"
"Haida Gwaii","Chum","West Haida Gwaii","Conservation Unit","803","catch_quality","2"
"Haida Gwaii","Chum","West Haida Gwaii","Conservation Unit","803","dq_score","8"
"Haida Gwaii","Chum","West Haida Gwaii","Conservation Unit","803","survey_coverage","2"
"Haida Gwaii","Chum","West Haida Gwaii","Conservation Unit","803","survey_execution","3"
"Haida Gwaii","Chum","West Haida Gwaii","Conservation Unit","803","survey_quality","1"
"Haida Gwaii","Coho","East Haida Gwaii","Conservation Unit","807","catch_quality","3"
"Haida Gwaii","Coho","East Haida Gwaii","Conservation Unit","807","dq_score","8"
"Haida Gwaii","Coho","East Haida Gwaii","Conservation Unit","807","survey_coverage","1"
"Haida Gwaii","Coho","East Haida Gwaii","Conservation Unit","807","survey_execution","3"
"Haida Gwaii","Coho","East Haida Gwaii","Conservation Unit","807","survey_quality","1"
"Haida Gwaii","Coho","Haida Gwaii-Graham Island Lowlands","Conservation Unit","809","catch_quality","3"
"Haida Gwaii","Coho","Haida Gwaii-Graham Island Lowlands","Conservation Unit","809","dq_score","8"
"Haida Gwaii","Coho","Haida Gwaii-Graham Island Lowlands","Conservation Unit","809","survey_coverage","1"
"Haida Gwaii","Coho","Haida Gwaii-Graham Island Lowlands","Conservation Unit","809","survey_execution","3"
"Haida Gwaii","Coho","Haida Gwaii-Graham Island Lowlands","Conservation Unit","809","survey_quality","1"
"Haida Gwaii","Coho","West Haida Gwaii","Conservation Unit","808","catch_quality","3"
"Haida Gwaii","Coho","West Haida Gwaii","Conservation Unit","808","dq_score","7"
"Haida Gwaii","Coho","West Haida Gwaii","Conservation Unit","808","survey_coverage","1"
"Haida Gwaii","Coho","West Haida Gwaii","Conservation Unit","808","survey_execution","2"
"Haida Gwaii","Coho","West Haida Gwaii","Conservation Unit","808","survey_quality","1"
"Haida Gwaii","Lake sockeye","Ain-Skundale-Ian","Conservation Unit","819","catch_quality","0"
"Haida Gwaii","Lake sockeye","Ain-Skundale-Ian","Conservation Unit","819","dq_score","0"
"Haida Gwaii","Lake sockeye","Ain-Skundale-Ian","Conservation Unit","819","survey_coverage","0"
"Haida Gwaii","Lake sockeye","Ain-Skundale-Ian","Conservation Unit","819","survey_execution","0"
"Haida Gwaii","Lake sockeye","Ain-Skundale-Ian","Conservation Unit","819","survey_quality","0"
"Haida Gwaii","Lake sockeye","Awun","Conservation Unit","820","catch_quality","2"
"Haida Gwaii","Lake sockeye","Awun","Conservation Unit","820","dq_score","14"
"Haida Gwaii","Lake sockeye","Awun","Conservation Unit","820","survey_coverage","5"
"Haida Gwaii","Lake sockeye","Awun","Conservation Unit","820","survey_execution","5"
"Haida Gwaii","Lake sockeye","Awun","Conservation Unit","820","survey_quality","2"
"Haida Gwaii","Lake sockeye","Fairfax","Conservation Unit","821","catch_quality","0"
"Haida Gwaii","Lake sockeye","Fairfax","Conservation Unit","821","dq_score","0"
"Haida Gwaii","Lake sockeye","Fairfax","Conservation Unit","821","survey_coverage","0"
"Haida Gwaii","Lake sockeye","Fairfax","Conservation Unit","821","survey_execution","0"
"Haida Gwaii","Lake sockeye","Fairfax","Conservation Unit","821","survey_quality","0"
"Haida Gwaii","Lake sockeye","Jalun","Conservation Unit","822","catch_quality","0"
"Haida Gwaii","Lake sockeye","Jalun","Conservation Unit","822","dq_score","0"
"Haida Gwaii","Lake sockeye","Jalun","Conservation Unit","822","survey_coverage","0"
"Haida Gwaii","Lake sockeye","Jalun","Conservation Unit","822","survey_execution","0"
"Haida Gwaii","Lake sockeye","Jalun","Conservation Unit","822","survey_quality","0"
"Haida Gwaii","Lake sockeye","Marian/Eden","Conservation Unit","823","catch_quality","2"
"Haida Gwaii","Lake sockeye","Marian/Eden","Conservation Unit","823","dq_score","14"
"Haida Gwaii","Lake sockeye","Marian/Eden","Conservation Unit","823","survey_coverage","5"
"Haida Gwaii","Lake sockeye","Marian/Eden","Conservation Unit","823","survey_execution","5"
"Haida Gwaii","Lake sockeye","Marian/Eden","Conservation Unit","823","survey_quality","2"
"Haida Gwaii","Lake sockeye","Mathers","Conservation Unit","824","catch_quality","0"
"Haida Gwaii","Lake sockeye","Mathers","Conservation Unit","824","dq_score","0"
"Haida Gwaii","Lake sockeye","Mathers","Conservation Unit","824","survey_coverage","0"
"Haida Gwaii","Lake sockeye","Mathers","Conservation Unit","824","survey_execution","0"
"Haida Gwaii","Lake sockeye","Mathers","Conservation Unit","824","survey_quality","0"
"Haida Gwaii","Lake sockeye","Mercer","Conservation Unit","825","catch_quality","2"
"Haida Gwaii","Lake sockeye","Mercer","Conservation Unit","825","dq_score","14"
"Haida Gwaii","Lake sockeye","Mercer","Conservation Unit","825","survey_coverage","5"
"Haida Gwaii","Lake sockeye","Mercer","Conservation Unit","825","survey_execution","5"
"Haida Gwaii","Lake sockeye","Mercer","Conservation Unit","825","survey_quality","2"
"Haida Gwaii","Lake sockeye","Skidegate","Conservation Unit","826","catch_quality","2"
"Haida Gwaii","Lake sockeye","Skidegate","Conservation Unit","826","dq_score","17"
"Haida Gwaii","Lake sockeye","Skidegate","Conservation Unit","826","survey_coverage","5"
"Haida Gwaii","Lake sockeye","Skidegate","Conservation Unit","826","survey_execution","5"
"Haida Gwaii","Lake sockeye","Skidegate","Conservation Unit","826","survey_quality","5"
"Haida Gwaii","Lake sockeye","Yakoun","Conservation Unit","827","catch_quality","2"
"Haida Gwaii","Lake sockeye","Yakoun","Conservation Unit","827","dq_score","14"
"Haida Gwaii","Lake sockeye","Yakoun","Conservation Unit","827","survey_coverage","5"
"Haida Gwaii","Lake sockeye","Yakoun","Conservation Unit","827","survey_execution","5"
"Haida Gwaii","Lake sockeye","Yakoun","Conservation Unit","827","survey_quality","2"
"Haida Gwaii","Pink (even)","East Haida Gwaii (even)","Conservation Unit","811","catch_quality","2"
"Haida Gwaii","Pink (even)","East Haida Gwaii (even)","Conservation Unit","811","dq_score","5"
"Haida Gwaii","Pink (even)","East Haida Gwaii (even)","Conservation Unit","811","survey_coverage","2"
"Haida Gwaii","Pink (even)","East Haida Gwaii (even)","Conservation Unit","811","survey_execution","1"
"Haida Gwaii","Pink (even)","East Haida Gwaii (even)","Conservation Unit","811","survey_quality","0"
"Haida Gwaii","Pink (even)","North Haida Gwaii (even)","Conservation Unit","810","catch_quality","2"
"Haida Gwaii","Pink (even)","North Haida Gwaii (even)","Conservation Unit","810","dq_score","6"
"Haida Gwaii","Pink (even)","North Haida Gwaii (even)","Conservation Unit","810","survey_coverage","3"
"Haida Gwaii","Pink (even)","North Haida Gwaii (even)","Conservation Unit","810","survey_execution","1"
"Haida Gwaii","Pink (even)","North Haida Gwaii (even)","Conservation Unit","810","survey_quality","0"
"Haida Gwaii","Pink (even)","West Haida Gwaii (even)","Conservation Unit","812","catch_quality","2"
"Haida Gwaii","Pink (even)","West Haida Gwaii (even)","Conservation Unit","812","dq_score","5"
"Haida Gwaii","Pink (even)","West Haida Gwaii (even)","Conservation Unit","812","survey_coverage","2"
"Haida Gwaii","Pink (even)","West Haida Gwaii (even)","Conservation Unit","812","survey_execution","1"
"Haida Gwaii","Pink (even)","West Haida Gwaii (even)","Conservation Unit","812","survey_quality","0"
"Haida Gwaii","Pink (odd)","East Haida Gwaii (odd)","Conservation Unit","813","catch_quality","2"
"Haida Gwaii","Pink (odd)","East Haida Gwaii (odd)","Conservation Unit","813","dq_score","4"
"Haida Gwaii","Pink (odd)","East Haida Gwaii (odd)","Conservation Unit","813","survey_coverage","1"
"Haida Gwaii","Pink (odd)","East Haida Gwaii (odd)","Conservation Unit","813","survey_execution","1"
"Haida Gwaii","Pink (odd)","East Haida Gwaii (odd)","Conservation Unit","813","survey_quality","0"
"Haida Gwaii","Pink (odd)","North Haida Gwaii (odd)","Conservation Unit","814","catch_quality","2"
"Haida Gwaii","Pink (odd)","North Haida Gwaii (odd)","Conservation Unit","814","dq_score","2"
