Area,Species,PFMA,CU or PFMA or aggregate,CUs caught in PFMA,Source,Year,EFS,Spawner,Returns,ExplRate,Catch,Ret0.1,Ret0.2,Ret1.1,Ret0.3,Ret1.2,Ret2.1,Ret0.4,Ret1.3,Ret2.2,Ret0.5,Ret1.4,Ret2.3,Ret0.6,Ret2.4,NRec0.1,NRec0.2,NRec1.1,NRec0.3,NRec1.2,NRec2.1,NRec0.4,NRec1.3,NRec2.2,NRec0.5,NRec1.4,NRec2.3,NRec0.6,NRec2.4,NTotRec,R/S,R/EFS,Metadata source,Esc comm,Catch comm,Age comm,Prod comm,SQ,CQ,AQ,RQ,SQ notes,T_Idx_E,ExpFactor1,AdjSum,ExpFactor2,ObsE,ExpFactor3
BC,Sockeye,,Takla/Trembleur/Stuart_Summer,,Sue Grant July 2014,1963,1092,,,,,,,,,,,,,,,,,,,,,25,,11911,,,113,,,,,,,12049,,11.03,Grant et al. (2011),"Middle R. generally assessed using mark-recapture methods on dominant years and peak live cumulative dead surveys on the other three cycle lines; Kazchek Cr was assessed using peak live cumulative dead visual surveys, and was gap-flled for 1984 using its relationship with Middle R., according to the Mean Proportion Method (see Appendices 2&5 in Grant et al. 2011). Two Stuart Lk. sites also included in this CU: Tachie R, and Kuzkwa R, both consistently assessed with relatively complete time series, together representing >96% of total escapement for Stuart Lk. Tachie escapement enumeration was mark recapture on dominant cycles and peak live cumulative dead air surveys for the other three cycle lines until 1992, then mark recsputres more frequently  on roughty two out of the four cycle years; no gap filling required for Tachie. Kukwa assessed using peak live cumulative dead survey methods (rafting surveys then helicopter surveys starting in the 1960s), although only one survey was conducted ""in the early time series, coinciding with peak spawn"" even though it usually takes two days to assess properly, but up to three surveys were conducted in larger abundance years, starting in 1997; gap-filled only in 1956. [NB the Jan 13, 2014 SR data  S.Grant gave us starts in 1950, but the metadata suggests that the data started in 1953 and ""the mid-1950s"". However, under ""Abundance"" (p.85) they do switch gears and mention 1950-2004.]",,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Takla/Trembleur/Stuart_Summer,,Sue Grant July 2014,1964,824,,,,,,,,,,,,,,,,,,,,,60,,1806,,,1235,,,,,,,3101,,3.76,Grant et al. (2011),"Middle R. generally assessed using mark-recapture methods on dominant years and peak live cumulative dead surveys on the other three cycle lines; Kazchek Cr was assessed using peak live cumulative dead visual surveys, and was gap-flled for 1984 using its relationship with Middle R., according to the Mean Proportion Method (see Appendices 2&5 in Grant et al. 2011). Two Stuart Lk. sites also included in this CU: Tachie R, and Kuzkwa R, both consistently assessed with relatively complete time series, together representing >96% of total escapement for Stuart Lk. Tachie escapement enumeration was mark recapture on dominant cycles and peak live cumulative dead air surveys for the other three cycle lines until 1992, then mark recsputres more frequently  on roughty two out of the four cycle years; no gap filling required for Tachie. Kukwa assessed using peak live cumulative dead survey methods (rafting surveys then helicopter surveys starting in the 1960s), although only one survey was conducted ""in the early time series, coinciding with peak spawn"" even though it usually takes two days to assess properly, but up to three surveys were conducted in larger abundance years, starting in 1997; gap-filled only in 1956. [NB the Jan 13, 2014 SR data  S.Grant gave us starts in 1950, but the metadata suggests that the data started in 1953 and ""the mid-1950s"". However, under ""Abundance"" (p.85) they do switch gears and mention 1950-2004.]",,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Takla/Trembleur/Stuart_Summer,,Sue Grant July 2014,1965,122786,,,,,,,,,,,,,,,,,,,,,228,,1102448,,,21752,,,,,,,1124428,,9.16,Grant et al. (2011),"Middle R. generally assessed using mark-recapture methods on dominant years and peak live cumulative dead surveys on the other three cycle lines; Kazchek Cr was assessed using peak live cumulative dead visual surveys, and was gap-flled for 1984 using its relationship with Middle R., according to the Mean Proportion Method (see Appendices 2&5 in Grant et al. 2011). Two Stuart Lk. sites also included in this CU: Tachie R, and Kuzkwa R, both consistently assessed with relatively complete time series, together representing >96% of total escapement for Stuart Lk. Tachie escapement enumeration was mark recapture on dominant cycles and peak live cumulative dead air surveys for the other three cycle lines until 1992, then mark recsputres more frequently  on roughty two out of the four cycle years; no gap filling required for Tachie. Kukwa assessed using peak live cumulative dead survey methods (rafting surveys then helicopter surveys starting in the 1960s), although only one survey was conducted ""in the early time series, coinciding with peak spawn"" even though it usually takes two days to assess properly, but up to three surveys were conducted in larger abundance years, starting in 1997; gap-filled only in 1956. [NB the Jan 13, 2014 SR data  S.Grant gave us starts in 1950, but the metadata suggests that the data started in 1953 and ""the mid-1950s"". However, under ""Abundance"" (p.85) they do switch gears and mention 1950-2004.]",,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Takla/Trembleur/Stuart_Summer,,Sue Grant July 2014,1966,4164,,,,,,,,,,,,,,,,,,,,,274,,71954,,,1851,,,,,,,74079,,17.79,Grant et al. (2011),"Middle R. generally assessed using mark-recapture methods on dominant years and peak live cumulative dead surveys on the other three cycle lines; Kazchek Cr was assessed using peak live cumulative dead visual surveys, and was gap-flled for 1984 using its relationship with Middle R., according to the Mean Proportion Method (see Appendices 2&5 in Grant et al. 2011). Two Stuart Lk. sites also included in this CU: Tachie R, and Kuzkwa R, both consistently assessed with relatively complete time series, together representing >96% of total escapement for Stuart Lk. Tachie escapement enumeration was mark recapture on dominant cycles and peak live cumulative dead air surveys for the other three cycle lines until 1992, then mark recsputres more frequently  on roughty two out of the four cycle years; no gap filling required for Tachie. Kukwa assessed using peak live cumulative dead survey methods (rafting surveys then helicopter surveys starting in the 1960s), although only one survey was conducted ""in the early time series, coinciding with peak spawn"" even though it usually takes two days to assess properly, but up to three surveys were conducted in larger abundance years, starting in 1997; gap-filled only in 1956. [NB the Jan 13, 2014 SR data  S.Grant gave us starts in 1950, but the metadata suggests that the data started in 1953 and ""the mid-1950s"". However, under ""Abundance"" (p.85) they do switch gears and mention 1950-2004.]",,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Takla/Trembleur/Stuart_Summer,,Sue Grant July 2014,1967,897,,,,,,,,,,,,,,,,,,,,,224,,6294,,,10038,,,,,,,16556,,18.46,Grant et al. (2011),"Middle R. generally assessed using mark-recapture methods on dominant years and peak live cumulative dead surveys on the other three cycle lines; Kazchek Cr was assessed using peak live cumulative dead visual surveys, and was gap-flled for 1984 using its relationship with Middle R., according to the Mean Proportion Method (see Appendices 2&5 in Grant et al. 2011). Two Stuart Lk. sites also included in this CU: Tachie R, and Kuzkwa R, both consistently assessed with relatively complete time series, together representing >96% of total escapement for Stuart Lk. Tachie escapement enumeration was mark recapture on dominant cycles and peak live cumulative dead air surveys for the other three cycle lines until 1992, then mark recsputres more frequently  on roughty two out of the four cycle years; no gap filling required for Tachie. Kukwa assessed using peak live cumulative dead survey methods (rafting surveys then helicopter surveys starting in the 1960s), although only one survey was conducted ""in the early time series, coinciding with peak spawn"" even though it usually takes two days to assess properly, but up to three surveys were conducted in larger abundance years, starting in 1997; gap-filled only in 1956. [NB the Jan 13, 2014 SR data  S.Grant gave us starts in 1950, but the metadata suggests that the data started in 1953 and ""the mid-1950s"". However, under ""Abundance"" (p.85) they do switch gears and mention 1950-2004.]",,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Takla/Trembleur/Stuart_Summer,,Sue Grant July 2014,1968,179,,,,,,,,,,,,,,,,,,,,,0,,27393,,,3906,,,,,,,31299,,174.85,Grant et al. (2011),"Middle R. generally assessed using mark-recapture methods on dominant years and peak live cumulative dead surveys on the other three cycle lines; Kazchek Cr was assessed using peak live cumulative dead visual surveys, and was gap-flled for 1984 using its relationship with Middle R., according to the Mean Proportion Method (see Appendices 2&5 in Grant et al. 2011). Two Stuart Lk. sites also included in this CU: Tachie R, and Kuzkwa R, both consistently assessed with relatively complete time series, together representing >96% of total escapement for Stuart Lk. Tachie escapement enumeration was mark recapture on dominant cycles and peak live cumulative dead air surveys for the other three cycle lines until 1992, then mark recsputres more frequently  on roughty two out of the four cycle years; no gap filling required for Tachie. Kukwa assessed using peak live cumulative dead survey methods (rafting surveys then helicopter surveys starting in the 1960s), although only one survey was conducted ""in the early time series, coinciding with peak spawn"" even though it usually takes two days to assess properly, but up to three surveys were conducted in larger abundance years, starting in 1997; gap-filled only in 1956. [NB the Jan 13, 2014 SR data  S.Grant gave us starts in 1950, but the metadata suggests that the data started in 1953 and ""the mid-1950s"". However, under ""Abundance"" (p.85) they do switch gears and mention 1950-2004.]",,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Takla/Trembleur/Stuart_Summer,,Sue Grant July 2014,1969,114300,,,,,,,,,,,,,,,,,,,,,2756,,1602892,,,19888,,,,,,,1625536,,14.22,Grant et al. (2011),"Middle R. generally assessed using mark-recapture methods on dominant years and peak live cumulative dead surveys on the other three cycle lines; Kazchek Cr was assessed using peak live cumulative dead visual surveys, and was gap-flled for 1984 using its relationship with Middle R., according to the Mean Proportion Method (see Appendices 2&5 in Grant et al. 2011). Two Stuart Lk. sites also included in this CU: Tachie R, and Kuzkwa R, both consistently assessed with relatively complete time series, together representing >96% of total escapement for Stuart Lk. Tachie escapement enumeration was mark recapture on dominant cycles and peak live cumulative dead air surveys for the other three cycle lines until 1992, then mark recsputres more frequently  on roughty two out of the four cycle years; no gap filling required for Tachie. Kukwa assessed using peak live cumulative dead survey methods (rafting surveys then helicopter surveys starting in the 1960s), although only one survey was conducted ""in the early time series, coinciding with peak spawn"" even though it usually takes two days to assess properly, but up to three surveys were conducted in larger abundance years, starting in 1997; gap-filled only in 1956. [NB the Jan 13, 2014 SR data  S.Grant gave us starts in 1950, but the metadata suggests that the data started in 1953 and ""the mid-1950s"". However, under ""Abundance"" (p.85) they do switch gears and mention 1950-2004.]",,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Takla/Trembleur/Stuart_Summer,,Sue Grant July 2014,1970,8027,,,,,,,,,,,,,,,,,,,,,318,,70520,,,0,,,,,,,70838,,8.82,Grant et al. (2011),"Middle R. generally assessed using mark-recapture methods on dominant years and peak live cumulative dead surveys on the other three cycle lines; Kazchek Cr was assessed using peak live cumulative dead visual surveys, and was gap-flled for 1984 using its relationship with Middle R., according to the Mean Proportion Method (see Appendices 2&5 in Grant et al. 2011). Two Stuart Lk. sites also included in this CU: Tachie R, and Kuzkwa R, both consistently assessed with relatively complete time series, together representing >96% of total escapement for Stuart Lk. Tachie escapement enumeration was mark recapture on dominant cycles and peak live cumulative dead air surveys for the other three cycle lines until 1992, then mark recsputres more frequently  on roughty two out of the four cycle years; no gap filling required for Tachie. Kukwa assessed using peak live cumulative dead survey methods (rafting surveys then helicopter surveys starting in the 1960s), although only one survey was conducted ""in the early time series, coinciding with peak spawn"" even though it usually takes two days to assess properly, but up to three surveys were conducted in larger abundance years, starting in 1997; gap-filled only in 1956. [NB the Jan 13, 2014 SR data  S.Grant gave us starts in 1950, but the metadata suggests that the data started in 1953 and ""the mid-1950s"". However, under ""Abundance"" (p.85) they do switch gears and mention 1950-2004.]",,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Takla/Trembleur/Stuart_Summer,,Sue Grant July 2014,1971,725,,,,,,,,,,,,,,,,,,,,,1243,,65527,,,0,,,,,,,66770,,92.1,Grant et al. (2011),"Middle R. generally assessed using mark-recapture methods on dominant years and peak live cumulative dead surveys on the other three cycle lines; Kazchek Cr was assessed using peak live cumulative dead visual surveys, and was gap-flled for 1984 using its relationship with Middle R., according to the Mean Proportion Method (see Appendices 2&5 in Grant et al. 2011). Two Stuart Lk. sites also included in this CU: Tachie R, and Kuzkwa R, both consistently assessed with relatively complete time series, together representing >96% of total escapement for Stuart Lk. Tachie escapement enumeration was mark recapture on dominant cycles and peak live cumulative dead air surveys for the other three cycle lines until 1992, then mark recsputres more frequently  on roughty two out of the four cycle years; no gap filling required for Tachie. Kukwa assessed using peak live cumulative dead survey methods (rafting surveys then helicopter surveys starting in the 1960s), although only one survey was conducted ""in the early time series, coinciding with peak spawn"" even though it usually takes two days to assess properly, but up to three surveys were conducted in larger abundance years, starting in 1997; gap-filled only in 1956. [NB the Jan 13, 2014 SR data  S.Grant gave us starts in 1950, but the metadata suggests that the data started in 1953 and ""the mid-1950s"". However, under ""Abundance"" (p.85) they do switch gears and mention 1950-2004.]",,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Takla/Trembleur/Stuart_Summer,,Sue Grant July 2014,1972,3411,,,,,,,,,,,,,,,,,,,,,0,,16180,,,2586,,,,,,,18766,,5.5,Grant et al. (2011),"Middle R. generally assessed using mark-recapture methods on dominant years and peak live cumulative dead surveys on the other three cycle lines; Kazchek Cr was assessed using peak live cumulative dead visual surveys, and was gap-flled for 1984 using its relationship with Middle R., according to the Mean Proportion Method (see Appendices 2&5 in Grant et al. 2011). Two Stuart Lk. sites also included in this CU: Tachie R, and Kuzkwa R, both consistently assessed with relatively complete time series, together representing >96% of total escapement for Stuart Lk. Tachie escapement enumeration was mark recapture on dominant cycles and peak live cumulative dead air surveys for the other three cycle lines until 1992, then mark recsputres more frequently  on roughty two out of the four cycle years; no gap filling required for Tachie. Kukwa assessed using peak live cumulative dead survey methods (rafting surveys then helicopter surveys starting in the 1960s), although only one survey was conducted ""in the early time series, coinciding with peak spawn"" even though it usually takes two days to assess properly, but up to three surveys were conducted in larger abundance years, starting in 1997; gap-filled only in 1956. [NB the Jan 13, 2014 SR data  S.Grant gave us starts in 1950, but the metadata suggests that the data started in 1953 and ""the mid-1950s"". However, under ""Abundance"" (p.85) they do switch gears and mention 1950-2004.]",,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Takla/Trembleur/Stuart_Summer,,Sue Grant July 2014,1973,116703,,,,,,,,,,,,,,,,,,,,,290,,658158,,,5807,,,,,,,664255,,5.69,Grant et al. (2011),"Middle R. generally assessed using mark-recapture methods on dominant years and peak live cumulative dead surveys on the other three cycle lines; Kazchek Cr was assessed using peak live cumulative dead visual surveys, and was gap-flled for 1984 using its relationship with Middle R., according to the Mean Proportion Method (see Appendices 2&5 in Grant et al. 2011). Two Stuart Lk. sites also included in this CU: Tachie R, and Kuzkwa R, both consistently assessed with relatively complete time series, together representing >96% of total escapement for Stuart Lk. Tachie escapement enumeration was mark recapture on dominant cycles and peak live cumulative dead air surveys for the other three cycle lines until 1992, then mark recsputres more frequently  on roughty two out of the four cycle years; no gap filling required for Tachie. Kukwa assessed using peak live cumulative dead survey methods (rafting surveys then helicopter surveys starting in the 1960s), although only one survey was conducted ""in the early time series, coinciding with peak spawn"" even though it usually takes two days to assess properly, but up to three surveys were conducted in larger abundance years, starting in 1997; gap-filled only in 1956. [NB the Jan 13, 2014 SR data  S.Grant gave us starts in 1950, but the metadata suggests that the data started in 1953 and ""the mid-1950s"". However, under ""Abundance"" (p.85) they do switch gears and mention 1950-2004.]",,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Takla/Trembleur/Stuart_Summer,,Sue Grant July 2014,1974,7371,,,,,,,,,,,,,,,,,,,,,855,,48593,,,1268,,,,,,,50716,,6.88,Grant et al. (2011),"Middle R. generally assessed using mark-recapture methods on dominant years and peak live cumulative dead surveys on the other three cycle lines; Kazchek Cr was assessed using peak live cumulative dead visual surveys, and was gap-flled for 1984 using its relationship with Middle R., according to the Mean Proportion Method (see Appendices 2&5 in Grant et al. 2011). Two Stuart Lk. sites also included in this CU: Tachie R, and Kuzkwa R, both consistently assessed with relatively complete time series, together representing >96% of total escapement for Stuart Lk. Tachie escapement enumeration was mark recapture on dominant cycles and peak live cumulative dead air surveys for the other three cycle lines until 1992, then mark recsputres more frequently  on roughty two out of the four cycle years; no gap filling required for Tachie. Kukwa assessed using peak live cumulative dead survey methods (rafting surveys then helicopter surveys starting in the 1960s), although only one survey was conducted ""in the early time series, coinciding with peak spawn"" even though it usually takes two days to assess properly, but up to three surveys were conducted in larger abundance years, starting in 1997; gap-filled only in 1956. [NB the Jan 13, 2014 SR data  S.Grant gave us starts in 1950, but the metadata suggests that the data started in 1953 and ""the mid-1950s"". However, under ""Abundance"" (p.85) they do switch gears and mention 1950-2004.]",,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Takla/Trembleur/Stuart_Summer,,Sue Grant July 2014,1975,5679,,,,,,,,,,,,,,,,,,,,,541,,214097,,,478,,,,,,,215116,,37.88,Grant et al. (2011),"Middle R. generally assessed using mark-recapture methods on dominant years and peak live cumulative dead surveys on the other three cycle lines; Kazchek Cr was assessed using peak live cumulative dead visual surveys, and was gap-flled for 1984 using its relationship with Middle R., according to the Mean Proportion Method (see Appendices 2&5 in Grant et al. 2011). Two Stuart Lk. sites also included in this CU: Tachie R, and Kuzkwa R, both consistently assessed with relatively complete time series, together representing >96% of total escapement for Stuart Lk. Tachie escapement enumeration was mark recapture on dominant cycles and peak live cumulative dead air surveys for the other three cycle lines until 1992, then mark recsputres more frequently  on roughty two out of the four cycle years; no gap filling required for Tachie. Kukwa assessed using peak live cumulative dead survey methods (rafting surveys then helicopter surveys starting in the 1960s), although only one survey was conducted ""in the early time series, coinciding with peak spawn"" even though it usually takes two days to assess properly, but up to three surveys were conducted in larger abundance years, starting in 1997; gap-filled only in 1956. [NB the Jan 13, 2014 SR data  S.Grant gave us starts in 1950, but the metadata suggests that the data started in 1953 and ""the mid-1950s"". However, under ""Abundance"" (p.85) they do switch gears and mention 1950-2004.]",,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Takla/Trembleur/Stuart_Summer,,Sue Grant July 2014,1976,1674,,,,,,,,,,,,,,,,,,,,,0,,3339,,,0,,,,,,,3339,,1.99,Grant et al. (2011),"Middle R. generally assessed using mark-recapture methods on dominant years and peak live cumulative dead surveys on the other three cycle lines; Kazchek Cr was assessed using peak live cumulative dead visual surveys, and was gap-flled for 1984 using its relationship with Middle R., according to the Mean Proportion Method (see Appendices 2&5 in Grant et al. 2011). Two Stuart Lk. sites also included in this CU: Tachie R, and Kuzkwa R, both consistently assessed with relatively complete time series, together representing >96% of total escapement for Stuart Lk. Tachie escapement enumeration was mark recapture on dominant cycles and peak live cumulative dead air surveys for the other three cycle lines until 1992, then mark recsputres more frequently  on roughty two out of the four cycle years; no gap filling required for Tachie. Kukwa assessed using peak live cumulative dead survey methods (rafting surveys then helicopter surveys starting in the 1960s), although only one survey was conducted ""in the early time series, coinciding with peak spawn"" even though it usually takes two days to assess properly, but up to three surveys were conducted in larger abundance years, starting in 1997; gap-filled only in 1956. [NB the Jan 13, 2014 SR data  S.Grant gave us starts in 1950, but the metadata suggests that the data started in 1953 and ""the mid-1950s"". However, under ""Abundance"" (p.85) they do switch gears and mention 1950-2004.]",,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Takla/Trembleur/Stuart_Summer,,Sue Grant July 2014,1977,75962,,,,,,,,,,,,,,,,,,,,,104,,1313861,,,43776,,,,,,,1357741,,17.87,Grant et al. (2011),"Middle R. generally assessed using mark-recapture methods on dominant years and peak live cumulative dead surveys on the other three cycle lines; Kazchek Cr was assessed using peak live cumulative dead visual surveys, and was gap-flled for 1984 using its relationship with Middle R., according to the Mean Proportion Method (see Appendices 2&5 in Grant et al. 2011). Two Stuart Lk. sites also included in this CU: Tachie R, and Kuzkwa R, both consistently assessed with relatively complete time series, together representing >96% of total escapement for Stuart Lk. Tachie escapement enumeration was mark recapture on dominant cycles and peak live cumulative dead air surveys for the other three cycle lines until 1992, then mark recsputres more frequently  on roughty two out of the four cycle years; no gap filling required for Tachie. Kukwa assessed using peak live cumulative dead survey methods (rafting surveys then helicopter surveys starting in the 1960s), although only one survey was conducted ""in the early time series, coinciding with peak spawn"" even though it usually takes two days to assess properly, but up to three surveys were conducted in larger abundance years, starting in 1997; gap-filled only in 1956. [NB the Jan 13, 2014 SR data  S.Grant gave us starts in 1950, but the metadata suggests that the data started in 1953 and ""the mid-1950s"". However, under ""Abundance"" (p.85) they do switch gears and mention 1950-2004.]",,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Takla/Trembleur/Stuart_Summer,,Sue Grant July 2014,1978,7115,,,,,,,,,,,,,,,,,,,,,699,,69820,,,8928,,,,,,,79447,,11.17,Grant et al. (2011),"Middle R. generally assessed using mark-recapture methods on dominant years and peak live cumulative dead surveys on the other three cycle lines; Kazchek Cr was assessed using peak live cumulative dead visual surveys, and was gap-flled for 1984 using its relationship with Middle R., according to the Mean Proportion Method (see Appendices 2&5 in Grant et al. 2011). Two Stuart Lk. sites also included in this CU: Tachie R, and Kuzkwa R, both consistently assessed with relatively complete time series, together representing >96% of total escapement for Stuart Lk. Tachie escapement enumeration was mark recapture on dominant cycles and peak live cumulative dead air surveys for the other three cycle lines until 1992, then mark recsputres more frequently  on roughty two out of the four cycle years; no gap filling required for Tachie. Kukwa assessed using peak live cumulative dead survey methods (rafting surveys then helicopter surveys starting in the 1960s), although only one survey was conducted ""in the early time series, coinciding with peak spawn"" even though it usually takes two days to assess properly, but up to three surveys were conducted in larger abundance years, starting in 1997; gap-filled only in 1956. [NB the Jan 13, 2014 SR data  S.Grant gave us starts in 1950, but the metadata suggests that the data started in 1953 and ""the mid-1950s"". However, under ""Abundance"" (p.85) they do switch gears and mention 1950-2004.]",,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Takla/Trembleur/Stuart_Summer,,Sue Grant July 2014,1979,16711,,,,,,,,,,,,,,,,,,,,,0,,6854,,,0,,,,,,,6854,,0.41,Grant et al. (2011),"Middle R. generally assessed using mark-recapture methods on dominant years and peak live cumulative dead surveys on the other three cycle lines; Kazchek Cr was assessed using peak live cumulative dead visual surveys, and was gap-flled for 1984 using its relationship with Middle R., according to the Mean Proportion Method (see Appendices 2&5 in Grant et al. 2011). Two Stuart Lk. sites also included in this CU: Tachie R, and Kuzkwa R, both consistently assessed with relatively complete time series, together representing >96% of total escapement for Stuart Lk. Tachie escapement enumeration was mark recapture on dominant cycles and peak live cumulative dead air surveys for the other three cycle lines until 1992, then mark recsputres more frequently  on roughty two out of the four cycle years; no gap filling required for Tachie. Kukwa assessed using peak live cumulative dead survey methods (rafting surveys then helicopter surveys starting in the 1960s), although only one survey was conducted ""in the early time series, coinciding with peak spawn"" even though it usually takes two days to assess properly, but up to three surveys were conducted in larger abundance years, starting in 1997; gap-filled only in 1956. [NB the Jan 13, 2014 SR data  S.Grant gave us starts in 1950, but the metadata suggests that the data started in 1953 and ""the mid-1950s"". However, under ""Abundance"" (p.85) they do switch gears and mention 1950-2004.]",,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Takla/Trembleur/Stuart_Summer,,Sue Grant July 2014,1980,287,,,,,,,,,,,,,,,,,,,,,0,,21440,,,0,,,,,,,21440,,74.7,Grant et al. (2011),"Middle R. generally assessed using mark-recapture methods on dominant years and peak live cumulative dead surveys on the other three cycle lines; Kazchek Cr was assessed using peak live cumulative dead visual surveys, and was gap-flled for 1984 using its relationship with Middle R., according to the Mean Proportion Method (see Appendices 2&5 in Grant et al. 2011). Two Stuart Lk. sites also included in this CU: Tachie R, and Kuzkwa R, both consistently assessed with relatively complete time series, together representing >96% of total escapement for Stuart Lk. Tachie escapement enumeration was mark recapture on dominant cycles and peak live cumulative dead air surveys for the other three cycle lines until 1992, then mark recsputres more frequently  on roughty two out of the four cycle years; no gap filling required for Tachie. Kukwa assessed using peak live cumulative dead survey methods (rafting surveys then helicopter surveys starting in the 1960s), although only one survey was conducted ""in the early time series, coinciding with peak spawn"" even though it usually takes two days to assess properly, but up to three surveys were conducted in larger abundance years, starting in 1997; gap-filled only in 1956. [NB the Jan 13, 2014 SR data  S.Grant gave us starts in 1950, but the metadata suggests that the data started in 1953 and ""the mid-1950s"". However, under ""Abundance"" (p.85) they do switch gears and mention 1950-2004.]",,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Takla/Trembleur/Stuart_Summer,,Sue Grant July 2014,1981,120124,,,,,,,,,,,,,,,,,,,,,0,,1978010,,,55891,,,,,,,2033901,,16.93,Grant et al. (2011),"Middle R. generally assessed using mark-recapture methods on dominant years and peak live cumulative dead surveys on the other three cycle lines; Kazchek Cr was assessed using peak live cumulative dead visual surveys, and was gap-flled for 1984 using its relationship with Middle R., according to the Mean Proportion Method (see Appendices 2&5 in Grant et al. 2011). Two Stuart Lk. sites also included in this CU: Tachie R, and Kuzkwa R, both consistently assessed with relatively complete time series, together representing >96% of total escapement for Stuart Lk. Tachie escapement enumeration was mark recapture on dominant cycles and peak live cumulative dead air surveys for the other three cycle lines until 1992, then mark recsputres more frequently  on roughty two out of the four cycle years; no gap filling required for Tachie. Kukwa assessed using peak live cumulative dead survey methods (rafting surveys then helicopter surveys starting in the 1960s), although only one survey was conducted ""in the early time series, coinciding with peak spawn"" even though it usually takes two days to assess properly, but up to three surveys were conducted in larger abundance years, starting in 1997; gap-filled only in 1956. [NB the Jan 13, 2014 SR data  S.Grant gave us starts in 1950, but the metadata suggests that the data started in 1953 and ""the mid-1950s"". However, under ""Abundance"" (p.85) they do switch gears and mention 1950-2004.]",,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Takla/Trembleur/Stuart_Summer,,Sue Grant July 2014,1982,8681,,,,,,,,,,,,,,,,,,,,,193,,52097,,,8699,,,,,,,60989,,7.03,Grant et al. (2011),"Middle R. generally assessed using mark-recapture methods on dominant years and peak live cumulative dead surveys on the other three cycle lines; Kazchek Cr was assessed using peak live cumulative dead visual surveys, and was gap-flled for 1984 using its relationship with Middle R., according to the Mean Proportion Method (see Appendices 2&5 in Grant et al. 2011). Two Stuart Lk. sites also included in this CU: Tachie R, and Kuzkwa R, both consistently assessed with relatively complete time series, together representing >96% of total escapement for Stuart Lk. Tachie escapement enumeration was mark recapture on dominant cycles and peak live cumulative dead air surveys for the other three cycle lines until 1992, then mark recsputres more frequently  on roughty two out of the four cycle years; no gap filling required for Tachie. Kukwa assessed using peak live cumulative dead survey methods (rafting surveys then helicopter surveys starting in the 1960s), although only one survey was conducted ""in the early time series, coinciding with peak spawn"" even though it usually takes two days to assess properly, but up to three surveys were conducted in larger abundance years, starting in 1997; gap-filled only in 1956. [NB the Jan 13, 2014 SR data  S.Grant gave us starts in 1950, but the metadata suggests that the data started in 1953 and ""the mid-1950s"". However, under ""Abundance"" (p.85) they do switch gears and mention 1950-2004.]",,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Takla/Trembleur/Stuart_Summer,,Sue Grant July 2014,1983,1451,,,,,,,,,,,,,,,,,,,,,0,,14195,,,3717,,,,,,,17912,,12.34,Grant et al. (2011),"Middle R. generally assessed using mark-recapture methods on dominant years and peak live cumulative dead surveys on the other three cycle lines; Kazchek Cr was assessed using peak live cumulative dead visual surveys, and was gap-flled for 1984 using its relationship with Middle R., according to the Mean Proportion Method (see Appendices 2&5 in Grant et al. 2011). Two Stuart Lk. sites also included in this CU: Tachie R, and Kuzkwa R, both consistently assessed with relatively complete time series, together representing >96% of total escapement for Stuart Lk. Tachie escapement enumeration was mark recapture on dominant cycles and peak live cumulative dead air surveys for the other three cycle lines until 1992, then mark recsputres more frequently  on roughty two out of the four cycle years; no gap filling required for Tachie. Kukwa assessed using peak live cumulative dead survey methods (rafting surveys then helicopter surveys starting in the 1960s), although only one survey was conducted ""in the early time series, coinciding with peak spawn"" even though it usually takes two days to assess properly, but up to three surveys were conducted in larger abundance years, starting in 1997; gap-filled only in 1956. [NB the Jan 13, 2014 SR data  S.Grant gave us starts in 1950, but the metadata suggests that the data started in 1953 and ""the mid-1950s"". However, under ""Abundance"" (p.85) they do switch gears and mention 1950-2004.]",,,,4,2,3,3.25,,,,,,,
BC,Sockeye,,Takla/Trembleur/Stuart_Summer,,Sue Grant July 2014,1984,672,,,,,,,,,,,,,,,,,,,,,222,,14522,,,0,,,,,,,14744,,21.94,Grant et al. (2011),The Kazchek Creek time series was gap filled in 1984 using its relationship with Middle River,,,,3,2,3,2.75,Categorized as Good (3.0) because gap-filling on  Kazchek Cr,,,,,,
