Species,Area,Area unit,CU or PFMA,CU type,Data source,R/S first year,R/S last year,R/S missing,Total years,SQmean,CQmean,AQmean,RQmean,"Data quality (Grant & Pestal 2012, p.35)",Source of comments,Perct.streams,Escapement (comments),Return (comments),Age structure (comments),Recruitment (comments),Exploitation rate (comments),Catch (comments),"Stock, general (comments)",PFMA where CU caught
Sockeye,North and Central Coast,CU,Northern Coastal Fjords,Current,Karl English 23June 2014,1977,2004,,28,1.3,1.0,2.0,1.4,,,<60,"4 indicator streams out of 73 total in the CU (English et al. 2012, Table 2)",,average annual age composition used for whole CU (by inspection from data sheets),,"It looks like annual exploitation rate is the average of the annual exploitation rates for stat. areas 6, 7, and 8 (by inspection of input data sheets)",catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,"6,7,8"
Sockeye,North and Central Coast,CU,Owikeno,Current,Karl English 23June 2014,1977,2003,,27,2.4,1.5,2.0,2.1,,,<90,"8 indicator streams out of 11 total in the CU (English et al. 2012, Table 2)",,average annual age composition used for whole CU,,"For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets); see ""other"" comments column for which CUs are part of these statistical areas; no US exploitation for these stocks (English et al. 2012, Table 1).","For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets); catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).",,9
Sockeye,North and Central Coast,CU,Port John,Current,Karl English 23June 2014,1977,2001,13,12,1.0,1.0,2.0,1.3,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition for Koeye, Namu, and Port John (by inspection from data sheets)",,"For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets); see ""other"" comments column for which CUs are part of these statistical areas; no US exploitation for these stocks (English et al. 2012, Table 1).","For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets); catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).",,8
Sockeye,North and Central Coast,CU,Prudhomme,Current,Karl English 23June 2014,1957,2006,5,45,2.0,3.0,2.0,2.2,,,>90,"2 indicator streams out of 2 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition for Prudhomme, Shawatlan, Johnston, Kitsumkalum, Lakelse, Mcdonnel, Stephens, Swan, Asitika, Azuklotz, Bear, Damshilgwit, Motase, and Skeena River-high interior (by inspection from data sheets)",,"For 1960-1981, annual expl. rate was based on Les Jantz's data (provided to English by Steve Cox-Rogers), combined with expansion of his escapement estimates by 111%, which then led to decreased expl. rate estimates (Enlgish 2013, p.3-4). For 1982-2009: Exploitation rate estimates in the NBSRRM for Skeena (Area 4) CUs were based on average migration timing of CU, as an offset added to the ""median"" timing (according to the DNA samples from the Tyee test fishery (Cox-Rogers 2012)) for statistical area 4 in each year (English 2013, Table 1, p.2; p.2 says ""median""; p.52 of English et al. 2012 says ""mean"" run timing) AND the Skeena Sockeye In-River model (English 2013, p.4; see English et al. 2013 for the model itself); estimate includes US exploitation for Area 4 CUs. Total exploitation rate includes harvest in freshwater (English et al 2012, p.53). Same annual total exploitation rate applied to most Skeena CUs (by inspection of data sheets).",catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,4
Sockeye,North and Central Coast,CU,Roderick,VREQ[Bin],Karl English 23June 2014,1988,1995,3,5,1.0,1.0,2.0,1.3,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition used for Kainet Cr., Kadjusdis R., Kwakwa Cr., Mary Cove, Roderick, and Yeo",,"For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets); see ""other"" comments column for which CUs are part of these statistical areas; no US exploitation for these stocks (English et al. 2012, Table 1).","For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets), so it appears that to estimate catch for Areas 6-10, English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).",,7
Sockeye,North and Central Coast,CU,Shawatlan,Current,Karl English 23June 2014,1957,2001,9,36,3.0,3.0,2.0,2.8,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition for Prudhomme, Shawatlan, Johnston, Kitsumkalum, Lakelse, Mcdonnel, Stephens, Swan, Asitika, Azuklotz, Bear, Damshilgwit, Motase, and Skeena River-high interior (by inspection from data sheets)",,"For 1960-1981, annual expl. rate was based on Les Jantz's data (provided to English by Steve Cox-Rogers), combined with expansion of his escapement estimates by 111%, which then led to decreased expl. rate estimates (Enlgish 2013, p.3-4). For 1982-2009: Exploitation rate estimates in the NBSRRM for Skeena (Area 4) CUs were based on average migration timing of CU, as an offset added to the ""median"" timing (according to the DNA samples from the Tyee test fishery (Cox-Rogers 2012)) for statistical area 4 in each year (English 2013, Table 1, p.2; p.2 says ""median""; p.52 of English et al. 2012 says ""mean"" run timing) AND the Skeena Sockeye In-River model (English 2013, p.4; see English et al. 2013 for the model itself); estimate includes US exploitation for Area 4 CUs. Total exploitation rate includes harvest in freshwater (English et al 2012, p.53). Same annual total exploitation rate applied to most Skeena CUs (by inspection of data sheets).",catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,4
Sockeye,North and Central Coast,CU,Skidegate,Current,Karl English 23June 2014,1977,2005,,29,4.0,1.0,2.0,2.8,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,average annual age composition used for whole CU,,"CDN exp.rate set at 20%; no US harvest (English et al. 2012, Table 1)",catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,2E
Sockeye,North and Central Coast,subset of CU that now includes Swan,Stephens,Current,Karl English 23June 2014,1957,2006,17,33,2.0,3.0,2.0,2.3,,,<60,"1 indicator stream out of 2 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition for Prudhomme, Shawatlan, Johnston, Kitsumkalum, Lakelse, Mcdonnel, Stephens, Swan, Asitika, Azuklotz, Bear, Damshilgwit, Motase, and Skeena River-high interior (by inspection from data sheets)",,"For 1960-1981, annual expl. rate was based on Les Jantz's data (provided to English by Steve Cox-Rogers), combined with expansion of his escapement estimates by 111%, which then led to decreased expl. rate estimates (Enlgish 2013, p.3-4). For 1982-2009: Exploitation rate estimates in the NBSRRM for Skeena (Area 4) CUs were based on average migration timing of CU, as an offset added to the ""median"" timing (according to the DNA samples from the Tyee test fishery (Cox-Rogers 2012)) for statistical area 4 in each year (English 2013, Table 1, p.2; p.2 says ""median""; p.52 of English et al. 2012 says ""mean"" run timing) AND the Skeena Sockeye In-River model (English 2013, p.4; see English et al. 2013 for the model itself); estimate includes US exploitation for Area 4 CUs. Total exploitation rate includes harvest in freshwater (English et al 2012, p.53). Same annual total exploitation rate applied to most Skeena CUs (by inspection of data sheets).",catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,4
Sockeye,North and Central Coast,subset of Stephens CU,Swan,Deprecated,Karl English 23June 2014,1960,2006,26,21,2.0,3.0,2.0,2.3,,,<60,"3 indicator streams ouf of 6 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition for Prudhomme, Shawatlan, Johnston, Kitsumkalum, Lakelse, Mcdonnel, Stephens, Swan, Asitika, Azuklotz, Bear, Damshilgwit, Motase, and Skeena River-high interior",,"For 1960-1981, annual expl. rate was based on Les Jantz's data (provided to English by Steve Cox-Rogers), combined with expansion of his escapement estimates by 111%, which then led to decreased expl. rate estimates (Enlgish 2013, p.3-4). For 1982-2009: Exploitation rate estimates in the NBSRRM for Skeena (Area 4) CUs were based on average migration timing of CU, as an offset added to the ""median"" timing (according to the DNA samples from the Tyee test fishery (Cox-Rogers 2012)) for statistical area 4 in each year (English 2013, Table 1, p.2; p.2 says ""median""; p.52 of English et al. 2012 says ""mean"" run timing) AND the Skeena Sockeye In-River model (English 2013, p.4; see English et al. 2013 for the model itself); estimate includes US exploitation for Area 4 CUs. Total exploitation rate includes harvest in freshwater (English et al 2012, p.53). Same annual total exploitation rate applied to most Skeena CUs (by inspection of data sheets).",catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,4
Sockeye,North and Central Coast,CU,Tahlo/Morrison,Current,Karl English 23June 2014,1957,1999,10,33,2.0,3.0,2.0,2.3,,,<60,"1 indicator stream out of 2 total in the CU (English et al. 2012, Table 2)",,average annual age composition used for whole CU (by inspection from data sheets),,"For 1960-1981, annual expl. rate was based on Les Jantz's data (provided to English by Steve Cox-Rogers), combined with expansion of his escapement estimates by 111%, which then led to decreased expl. rate estimates (Enlgish 2013, p.3-4). For 1982-2009: Exploitation rate estimates in the NBSRRM for Skeena (Area 4) CUs were based on average migration timing of CU, as an offset added to the ""median"" timing (according to the DNA samples from the Tyee test fishery (Cox-Rogers 2012)) for statistical area 4 in each year (English 2013, Table 1, p.2; p.2 says ""median""; p.52 of English et al. 2012 says ""mean"" run timing) AND the Skeena Sockeye In-River model (English 2013, p.4; see English et al. 2013 for the model itself); estimate includes US exploitation for Area 4 CUs. Total exploitation rate includes harvest in freshwater (English et al 2012, p.53). Same annual total exploitation rate applied to most Skeena CUs (by inspection of data sheets).",catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,4
Sockeye,North and Central Coast,CU,Tankeeah River,Current,Karl English 23June 2014,1977,2001,12,13,3.0,1.0,2.0,2.3,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,average annual age composition used for whole CU,,"For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets); see ""other"" comments column for which CUs are part of these statistical areas; no US exploitation for these stocks (English et al. 2012, Table 1).","For Areas 6-10, the same exploitation rate is used for all CUs in a given statistical area (by inspection of the input data sheets); catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).",,7
Sockeye,North and Central Coast,CU,Tsimtack Lake,Current,Karl English 23June 2014,1957,2007,33,18,1.0,1.0,2.0,1.3,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,"same average annual age composition used for Backland, Canoona, Evelyn, Kitlope, Bloomfield, Curtis Inlet, Devon, Freeda, Hartley Bay, Keecha, Kooryet, Lowe/Simpson/Weir, Mikado, and Tsimtack/Moor/Roger (by inspection from data sheets)",,"For Area 5, the same exploitation rate is used for all CUs (by inspection of the input data sheets); see ""other"" comments column for which CUs are part of Area 5; estimate includes US exploitation (English et al. 2012, Table 1).","For Area 5, the same exploitation rate is used for all CUs (by inspection of the input data sheets); catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).",,5
Sockeye,North and Central Coast,CU,Yakoun,Current,Karl English 23June 2014,1976,2004,8,21,3.0,1.0,2.0,2.3,,,>90,"1 indicator stream out of 1 total in the CU (English et al. 2012, Table 2)",,average annual age composition used for whole CU (by inspection from data sheets),,"CDN exp.rate set at 20%; no US harvest (English et al. 2012, Table 1)",catch estimated by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,1
Sockeye,North and Central Coast,PFMA,01,,Karl English 23June 2014,1977,2004,,28,2.3,2.0,2.0,2.1,,,,,,"average annual age composition used for whole Statistical Area, but not for other Stat Areas (by inspection from data sheets)",,"Applied 20% exploitation rate for whole statistical area (English et al. 2012, Table 1); no US exploitation for these stocks (English et al. 2012, Table 1).","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Sockeye,North and Central Coast,PFMA,02E,,Karl English 23June 2014,1978,2005,,28,3.0,2.0,2.0,2.5,,,,,,"average annual age composition used for whole Statistical Area, but not for other Stat Areas (by inspection from data sheets)",,"Applied 20% exploitation rate for whole statistical area (English et al. 2012, Table 1); no US exploitation for these stocks (English et al. 2012, Table 1).","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Sockeye,North and Central Coast,PFMA,02W,,Karl English 23June 2014,NA,NA,,NA,,,,,,,,,,"average annual age composition used for whole Statistical Area, but not for other Stat Areas (by inspection from data sheets)",,"Applied 20% exploitation rate for whole statistical area (English et al. 2012, Table 1); no US exploitation for these stocks (English et al. 2012, Table 1).","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Sockeye,North and Central Coast,PFMA,03,,Karl English 23June 2014,1982,2005,,24,3.8,2.0,2.0,2.9,,,,,,"average annual age composition used for whole Statistical Area, but not for other Stat Areas (by inspection from data sheets)",,"Areas 3&4 for 1982-2008: CDN and AK ERs came from the NBSRR Model, i.e., the Northern Boundary sockeye run reconstruction model (English et al. 2012, Table 1)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Sockeye,North and Central Coast,PFMA,04,,Karl English 23June 2014,1960,2006,,47,3.5,2.0,2.0,2.8,,,,,,"average annual age composition used for whole Statistical Area, but not for other Stat Areas (by inspection from data sheets)",,"Areas 3&4 for 1982-2008: CDN and AK ERs came from the NBSRR Model, i.e., the Northern Boundary sockeye run reconstruction model (English et al. 2012, Table 1)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Sockeye,North and Central Coast,PFMA,05,,Karl English 23June 2014,NA,NA,,NA,,,,,,,,,,"average annual age composition used for whole Statistical Area, but not for other Stat Areas (by inspection from data sheets)",,"Area 5 1982-2008: CDN and AK ERs derived from NBSRR model, for Lakelse sockeye which are similar to Area 5 sockeye in their early run timing (English et al. 2012, Table 1).","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Sockeye,North and Central Coast,PFMA,06,,Karl English 23June 2014,1977,2005,,29,1.9,2.0,2.0,1.9,,,,,,"average annual age composition used for whole Statistical Area, but not for other Stat Areas (by inspection from data sheets)",,"Areas 6-10 for 1982-2008: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1) (The only catch for these areas is Canadian catch)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Sockeye,North and Central Coast,PFMA,07,,Karl English 23June 2014,1977,2004,,28,1.4,2.0,2.0,1.7,,,,,,"average annual age composition used for whole Statistical Area, but not for other Stat Areas (by inspection from data sheets)",,"Areas 6-10 for 1982-2008: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1) (The only catch for these areas is Canadian catch)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Sockeye,North and Central Coast,PFMA,08,,Karl English 23June 2014,1977,2004,,28,1.5,2.0,2.0,1.8,,,,,,"average annual age composition used for whole Statistical Area, but not for other Stat Areas (by inspection from data sheets)",,"Areas 6-10 for 1982-2008: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1) (The only catch for these areas is Canadian catch)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Sockeye,North and Central Coast,PFMA,09,,Karl English 23June 2014,1977,2003,,27,2.0,2.0,2.0,2.0,,,,,,"average annual age composition used for whole Statistical Area, but not for other Stat Areas (by inspection from data sheets)",,"Areas 6-10 for 1982-2008: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1) (The only catch for these areas is Canadian catch)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Sockeye,North and Central Coast,PFMA,10,,Karl English 23June 2014,1977,2004,,28,3.0,2.0,2.0,2.5,,,,,,"average annual age composition used for whole Statistical Area, but not for other Stat Areas (by inspection from data sheets)",,"Areas 6-10 for 1982-2008: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1) (The only catch for these areas is Canadian catch)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Pink (even),Southern-inside (non-Fraser),region,,,Pieter van Will (Sept 2013 spreadsheet),1954,2010,,29,2.0,4.0,,3.3,,,,"sum of escapement from NuSEDs for Southern Fjords CU and Georgia Strait CU, then expanded for the average long-term contribution to total escapement as per methods described in English et al. (2004), except that they used decadal averages, whereas Pieter van Will used averages over all years",,,,,"catch included commercial, recreational, and First Nations",,
Pink (even),North and Central Coast,CU,East Haida Gwaii,Current,Karl English 23June 2014,1978,2008,,16,2.0,1.5,,2.6,,,<60,23 indicator streams out of 110 total (English et al. 2012 Table 3),,,,"Annual expl. rate used was the rate for Area 2E (English et al. 2012, Table 3)",It looks like English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,2E
Pink (even),North and Central Coast,CU,Hecate Lowlands,Current,Karl English 23June 2014,1954,2008,,28,2.0,1.0,,2.5,,,<60,39 indicator streams out of 185 total streams (English et al. 2012 Table 3),,,,"Annual expl. rate used was average of Areas 6-8 (English et al. 2012, Table 3)",It looks like English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,5to10
Pink (even),North and Central Coast,CU,Hecate Strait-Fjords,Current,Karl English 23June 2014,1978,2002,,13,2.0,1.0,,2.5,,,<60,70 indicator streams out of 146 total (English et al. 2012 Table 3),,,,"Annual expl. rate used was average of Areas 5-10 (English et al. 2012, Table 3)",It looks like English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,6to10
Pink (even),North and Central Coast,CU,Middle & Upper Skeena,Current,Karl English 23June 2014,1954,2008,,28,2.0,1.5,,2.6,,,<60,3 indicator streams out of 56 total (English et al. 2012 Table 3),,,,"Annual expl. rate used was that for Area 4 (English et al. 2012, Table 3)",It looks like English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,4
Pink (even),North and Central Coast,CU,Nass-Skeena Estuary,Current,Karl English 23June 2014,1954,2008,,28,2.0,1.5,,2.6,,,<60,37 indicator streams out of 160 total (English et al. 2012 Table 3),,,,"Annual expl. rate used was that for Area 3 (English et al. 2012, Table 3)",It looks like English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,3
Pink (even),North and Central Coast,CU,North Haida Gwaii,Current,Karl English 23June 2014,1978,2008,,16,2.0,1.5,,2.6,,,<60,7 indicator streams out of 17 total (English et al. 2012 Table 3),,,,"Annual expl. rate used was that for Area 1 (Masset) (English et al. 2012, Table 3)",It looks like English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,1
Pink (even),North and Central Coast,CU,West Haida Gwaii,Current,Karl English 23June 2014,1978,2008,,16,2.0,1.5,,2.6,,,<60,12 indicator streams out of 70 total (English et al. 2012 Table 3),,,,"Annual expl. rate used was the rate for Area 2W (English et al. 2012, Table 3)",It looks like English estimated catch by CU as (annual catch in CU) = (annual escapement in CU) * (exploitation rate for statistical area) / (1-expl. rate for stat. area).,,2W
Pink (even),North and Central Coast,PFMA,01,,Karl English 23June 2014,1978,2008,,16,2.0,2.0,,2.8,,,,,,,,"For Areas 1, 2E, 2W, and 6-10 for 1982-2010: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1) (The only catch for these areas is Canadian catch)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Pink (even),North and Central Coast,PFMA,02E,,Karl English 23June 2014,1978,2008,,16,2.0,2.0,,2.8,,,,,,,,"For Areas 1, 2E, 2W, and 6-10 for 1982-2010: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1) (The only catch for these areas is Canadian catch)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Pink (even),North and Central Coast,PFMA,02W,,Karl English 23June 2014,1978,2008,,16,2.0,2.0,,2.8,,,,,,,,"For Areas 1, 2E, 2W, and 6-10 for 1982-2010: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1) (The only catch for these areas is Canadian catch)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Pink (even),North and Central Coast,PFMA,03,,Karl English 23June 2014,1954,2008,,28,2.0,2.0,,2.8,,,,,,,,"For Area 3, CDN and AK ERs derived from Area 3 Inside pink salmon run reconstruction estimates for 1982-1995, and for 1996-2010, CDN ERs derived from Effort-Harvest Rate relationship for Area 3 Inside pink salmon harvestd in Area 3 fisheries using harvest rates from 1982-95 Skeena pink salmon run reconstruction estimates; for AK 1996-2010, ERs were derivde from the AK EER Model (see Gazey and English 2000 for all models) (English et al. 2012, Table 1)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Pink (even),North and Central Coast,PFMA,04,,Karl English 23June 2014,1954,2008,,28,2.0,2.0,,2.7,,,,,,,,"For Area 4, CDN and AK ERs derived from Skeena Pink RR Model (Gazey aqnd Elglish 2000) for 1982-1995, and for CDN ERs derived from the A3+4 HER Model for 1996-2010; for AK ERs in 1996-2010, the AK EER Model was used (see Gazey & English 2000 for all models) (English et al. 2012, Table 1)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Pink (even),North and Central Coast,PFMA,05,,Karl English 23June 2014,1954,2008,,28,2.0,2.0,,2.8,,,,,,,,"For Area 5, CDN ER for 1982- 2010 was calculated as 50%*Skeena, and AK ERAK ERs were set equal to the Alaskan exploitation rate for Area 4 (Skeena) pink stocks (English et al 2012, Table 1)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Pink (even),North and Central Coast,PFMA,06,,Karl English 23June 2014,1978,2008,,16,2.0,2.0,,2.8,,,,,,,,"For Areas 1, 2E, 2W, and 6-10 for 1982-2010: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1) (The only catch for these areas is Canadian catch)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Pink (even),North and Central Coast,PFMA,07,,Karl English 23June 2014,1978,2008,,16,2.0,2.0,,2.8,,,,,,,,"For Areas 1, 2E, 2W, and 6-10 for 1982-2010: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1) (The only catch for these areas is Canadian catch)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Pink (even),North and Central Coast,PFMA,08,,Karl English 23June 2014,1978,2008,,16,2.0,2.0,,2.8,,,,,,,,"For Areas 1, 2E, 2W, and 6-10 for 1982-2010: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1) (The only catch for these areas is Canadian catch)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Pink (even),North and Central Coast,PFMA,09,,Karl English 23June 2014,1978,2008,,16,2.0,2.0,,2.8,,,,,,,,"For Areas 1, 2E, 2W, and 6-10 for 1982-2010: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1) (The only catch for these areas is Canadian catch)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Pink (even),North and Central Coast,PFMA,10,,Karl English 23June 2014,1978,2006,2,13,1.0,2.0,,2.3,,,,,,,,"For Areas 1, 2E, 2W, and 6-10 for 1982-2010: CDN ERs derived from Total Canadian Catch (TCC) and escapement (E) estimates for that statistical area, where ER=TCC/(TCC+E) (English et al. 2012, Table 1) (The only catch for these areas is Canadian catch)","Source: weekly catch data for sockeye pink and chum by gear type for each statistical area (English et al. 2012, Appendix A)",,
Pink (odd),Fraser,region,Fraser Pink (all years),,"Grant et al. 2014, Table 1",1957,2011,,28,3.5,2.5,,3.6,,Grant et al. (2014),,"No calibrations were done among the different escapement methods (Grant et al. 2014, p.4) for time periods shown in the next four rows. See Table 1 in Grant et al. (2014) for these four ""blocks"" of escapement data.",,,,,"The approach used to estimate the contribution of Fraser Pink catch to total Pink catch varied over time:  different run reconstruction methods were used during 1959-1985, and different genetic stock identification methods were also used over two periods: 1987-2005 and 2007-2013 (Grant et al. 2014, p.vii). Commercial catch data to 1995 were from sales slips and were ""considered to be quite accurate"" (p.16). Catch estimates for 1996-2004 were updated based on sources additional to sales slip data, although the difference between sales slip only catch data and the updated catch data was only 2.4%; DFO has not yet similarly updated its catch estimate methodology after 2009 (p.17).",,
Pink (odd),,region,Fraser pink (1957-1991),,"Grant et al. 2014, Table 1",1957,1991,,18,4.0,2.2,,3.8,,Grant et al. (2014),,"Various stream-specific escapement methods (Table A1). Two-tiered escapement assessment program resulted in a high percentage (average 92%) of the total Fraser pink escapement being estimated using high-precision methods (stocks: Seton, Thompson, Harrison, Vedder-Chilliwack tributaries, Fraser mainstem; methods: mark-recapture or fence counts) (Grant et al. 2014, pp.5-6). But NB that the mark-recovery method used (carcass recovery) was determined to be poorer than live-recovery mark-recapture programs that were begun in 1993; in 1993-1995, DFO assessed the live vs. carcass mark-recapture methods (Grant et al. 2014, p.7). Also NB that total escapement was used, meaning that in-river catch was not subtracted from escapement estimates before 1993 (Table 1).",,,,,,,
Pink (odd),,region,Fraser pink (1993-2001),,"Grant et al. 2014, Table 1",1993,2001,,5,3.0,3.0,,3.5,,Grant et al. (2014),,System-wide mark recaptures (Table 1),,,,,,,
Pink (odd),,region,Fraser pink (2003-2007),,"Grant et al. 2014, Table 1",2003,2007,,3,2.0,3.0,,3.0,,Grant et al. (2014),,"Indirect system-wide estimates from PSC purse seine test fisheries estimates (seaward of all locations where Fraser pink catches occurred) of total return minus DFO catch estimates (Table 1; p.4, p.9); coefficient of variation in the escapement estimates for these years approx. 40% (p.10). This vessel-based sampling was considered poorest of the whole time series.",,,,,,,
Pink (odd),,region,Fraser pink (2009-2013),,"Grant et al. 2014, Table 1",2009,2013,,3,3.0,3.0,,3.5,,Grant et al. (2014),,"System-wide hydroacoustic estimates (Table 1); see Table 7 for details on the methods by year, and Appendix D",,,,,,,
