stock.id,species,run,stock,region,sub.region,broodYr,spawn,rec,large.region
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1988,25,NA,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1989,82,NA,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1990,NA,3,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1991,41,1,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1992,56,34,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1993,79,129,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1994,2,11,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1995,0,25,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1996,2,81,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1997,56,945,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1998,107,764,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1999,15,114,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2000,25,222,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2001,654,69,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2002,538,75,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2003,490,34,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2004,133,41,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2005,79,71,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2006,35,75,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2007,53,75,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2008,46,83,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2009,71,NA,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2010,51,NA,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2011,38,NA,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2012,87,NA,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2013,107,NA,WC
,,,,,,,,,
75,Chinook,Spring/Summer-run,Loon Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2014,66,NA,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1957,906,2755,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1958,682,3251,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1959,229,3952,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1960,778,3749,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1961,1369,3155,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1962,887,3410,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1963,968,2337,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1964,1845,3045,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1965,1051,1818,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1966,1057,1686,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1967,1692,1551,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1968,1213,2501,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1969,578,1897,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1970,1187,1862,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1971,731,235,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1972,812,127,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1973,1348,944,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1974,547,314,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1975,523,60,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1976,125,80,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1977,255,180,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1978,703,101,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1979,122,141,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1980,23,229,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1981,164,302,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1982,104,331,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1983,86,725,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1984,156,199,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1985,281,158,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1986,263,166,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1987,390,100,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1988,565,402,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1989,115,81,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1990,148,13,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1991,104,9,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1992,169,92,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1993,328,311,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1994,13,22,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1995,0,35,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1996,26,137,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1997,161,777,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1998,229,1179,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1999,0,39,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2000,94,187,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2001,508,92,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2002,488,220,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2003,874,106,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2004,94,96,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2005,65,268,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2006,125,1048,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2007,130,588,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2008,177,460,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2009,167,NA,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2010,633,NA,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2011,675,NA,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2012,412,NA,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2013,375,NA,WC
,,,,,,,,,
78,Chinook,Spring/Summer-run,Marsh Creek,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",2014,861,NA,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1960,2313,8307,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1961,665,5974,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1962,2813,7623,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1963,2093,5484,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1964,4198,4580,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1965,1556,3004,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1966,4927,2410,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1967,2621,2775,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1968,1958,3330,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1969,1405,3848,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1970,1824,3843,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1971,1535,1851,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1972,1644,1275,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1973,2415,3068,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1974,1193,2616,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1975,2108,719,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1976,713,640,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1977,2286,787,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1978,2734,910,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1979,664,821,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1980,623,1692,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1981,596,1182,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1982,766,1955,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1983,1054,1587,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1984,1183,1580,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1985,1326,1356,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1986,1120,901,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1987,1561,720,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1988,1695,2822,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1989,1202,817,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1990,1118,167,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1991,620,23,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1992,1662,244,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1993,1370,363,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1994,310,70,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1995,46,555,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1996,31,2453,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1997,347,11778,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1998,41,2795,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",1999,116,250,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",2000,979,2250,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",2001,10971,2066,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",2002,2636,2132,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",2003,1138,532,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",2004,1496,1189,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",2005,1376,2586,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",2006,1748,4614,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",2007,1078,2228,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",2008,1002,1495,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",2009,2641,NA,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",2010,2363,NA,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",2011,2934,NA,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",2012,1298,NA,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",2013,1089,NA,WC
,,,,,,,,,
101,Chinook,Spring-run,Methow River,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU)",2014,2084,NA,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1957,124,163,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1958,121,174,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1959,19,230,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1960,41,369,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1961,83,307,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1962,47,227,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1963,28,101,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1964,246,95,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1965,60,85,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1966,89,77,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1967,73,75,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1968,28,131,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1969,9,55,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1970,83,57,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1971,6,10,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1972,67,NA,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1973,25,NA,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1974,31,NA,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1975,12,NA,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1976,6,NA,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1977,0,NA,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1978,NA,NA,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1979,NA,NA,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1980,NA,NA,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1981,NA,NA,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1982,NA,NA,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1983,NA,NA,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1984,NA,NA,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1985,NA,NA,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1986,NA,NA,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1987,4,NA,WC
,,,,,,,,,
81,Chinook,Spring/Summer-run,Middle Fork Salmon River Lower Mainstem,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",1988,NA,0,WC
,,,,,,,,,
