stock.id,species,stock.name,lat,lon,region,ocean.basin,state,begin,end,n.years,m.spawners,m.recruits,source,url,comments
247,Chinook,Andrew Creek-Chinook,56.63997,-132.2,SEAK,SEAK,AK,1979,2004,14,1.06,1.306928571,"Special Publication No. 05-22: Stock Status and Escapement Goals for Salmon in
Southeast Alaska 2005: Chapter 1: Chinook Salmon Status and
Escapement Goals for Stocks in Southeast
Alaska",http://www.sf.adfg.state.ak.us/FedAidPDFs/sp05-22Chapter1.pdf,NA
248,Chinook,Chickamin-Chinook,55.8174772,-130.93326,SEAK,SEAK,AK,1985,2004,20,3.30675,3.89775,"Special Publication No. 05-22: Stock Status and Escapement Goals for Salmon in
Southeast Alaska 2005: Chapter 1: Chinook Salmon Status and
Escapement Goals for Stocks in Southeast
Alaska",http://www.sf.adfg.state.ak.us/FedAidPDFs/sp05-22Chapter1.pdf,NA
249,Chinook,King Salmon River-Chinook,58.0420026,-134.34145,SEAK,SEAK,AK,1982,2004,17,0.198411765,0.228941176,"Special Publication No. 05-22: Stock Status and Escapement Goals for Salmon in
Southeast Alaska 2005: Chapter 1: Chinook Salmon Status and
Escapement Goals for Stocks in Southeast
Alaska",http://www.sf.adfg.state.ak.us/FedAidPDFs/sp05-22Chapter1.pdf,NA
250,Chinook,Stikine-Chinook,56.6917175,-132.21863,SEAK,SEAK,AK,1977,1997,21,24.78857143,36.57066667,"Special Publication No. 05-22: Stock Status and Escapement Goals for Salmon in
Southeast Alaska 2005: Chapter 1: Chinook Salmon Status and
Escapement Goals for Stocks in Southeast
Alaska",http://www.sf.adfg.state.ak.us/FedAidPDFs/sp05-22Chapter1.pdf,NA
251,Chinook,Unuk-Chinook,56.0768125,-131.077,SEAK,SEAK,AK,1982,2004,21,5.887095238,7.288714286,"Special Publication No. 05-22: Stock Status and Escapement Goals for Salmon in
Southeast Alaska 2005: Chapter 1: Chinook Salmon Status and
Escapement Goals for Stocks in Southeast
Alaska",http://www.sf.adfg.state.ak.us/FedAidPDFs/sp05-22Chapter1.pdf,NA
252,Chinook,Alsek-Klukshu-Chinook,59.1165,-138.6152,SEAK,SEAK,AK,1976,1990,15,2.1266,2.910333333,"Special Publication No. 05-22: Stock Status and Escapement Goals for Salmon in
Southeast Alaska 2005: Chapter 1: Chinook Salmon Status and
Escapement Goals for Stocks in Southeast
Alaska",http://www.sf.adfg.state.ak.us/FedAidPDFs/sp05-22Chapter1.pdf,NA
253,Chinook,Situk-Chinook,59.4579521,-139.57143,SEAK,SEAK,AK,1977,1998,22,1.314636364,3.8955,"Special Publication No. 05-22: Stock Status and Escapement Goals for Salmon in
Southeast Alaska 2005: Chapter 1: Chinook Salmon Status and
Escapement Goals for Stocks in Southeast
Alaska",http://www.sf.adfg.state.ak.us/FedAidPDFs/sp05-22Chapter1.pdf,NA
254,Chinook,Kuskokwim-Chinook,60.0407,-162.4261,AYK,BS,AK,1985,2003,18,136.714,275.3978889,"Fishery Data Series No. 12-49: Estimates of the Historic Run and Escapement for the
Chinook Salmon Stock Returning to the Kuskokwim
River, 1976Ð2011",http://www.aykssi.org/wp-content/uploads/BUE-et-Al-2012-Kusko-Escapement-Goal-FDS12-49.pdf,NA
255,Chinook,Nushagak-Chinook,58.9061423,-157.73358,Bristol Bay,BS,AK,1966,2005,40,168.6606,241.9116,"Fishery Manuscript Series No. 12-05: Stock Assessment of Chinook, Sockeye, and Chum
Salmon in the Nushagak River",http://www.adfg.alaska.gov/FedAidPDFs/FMS12-05.pdf,NA
256,Chinook,Kenai (late)-Chinook,60.5096525,-151.10697,Cook Inlet,GOA,AK,1986,2000,15,30.53426667,57.06833333,"Fishery Data Series No. 10-96: Stock Assessment of Late-run Chinook Salmon in the
Kenai River, 1999Ð2006 ",http://www.adfg.alaska.gov/FedAidPDFs/fds10-96.pdf,NA
257,Chinook,Cowichan-Chinook,48.7581,-123.6242,BC South,WC,BC,1989,2016,28,6.228357143,7.063464286,"Karalea Cantera, DFO, 2022",NA,NA
258,Chinook,Harrison-Chinook,49.12,-123.06,Fraser River,WC,BC,1984,2016,33,98.6430303,180.9855152,"Chucken Parken, DFO, 2022",NA,NA
259,Chinook,Lower Shuswap-Chinook,49.12,-123.06,Fraser River,WC,BC,1997,2016,20,31.13045,53.49335,"Chucken Parken, DFO, 2022",NA,NA
260,Chinook,Nicola-Chinook,49.12,-123.06,Fraser River,WC,BC,1992,2013,22,6.973454545,6.112136364,"Luke Warkentin, DFO, 2022",NA,NA
261,Chinook,Middle Skeena-Chinook,54.2237,-129.831,Skeena River,SEAK,BC,1984,2013,30,10.00103333,20.00083333,"Ivan Winther, DFO, 2024",https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/41241046.pdf,NA
262,Chinook,Upper Skeena-Chinook,54.2237,-129.831,Skeena River,SEAK,BC,1984,2013,30,5.627666667,11.67396667,"Ivan Winther, DFO, 2024",https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/41241046.pdf,NA
263,Chinook,Large Lake-Chinook,54.2237,-129.831,Skeena River,SEAK,BC,1984,2013,30,24.6129,50.91503333,"Ivan Winther, DFO, 2024",https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/41241046.pdf,NA
264,Chinook,Lower Skeena-Chinook,54.2237,-129.831,Skeena River,SEAK,BC,1984,2013,30,3.436866667,5.743,"Ivan Winther, DFO, 2024",https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/41241046.pdf,NA
265,Chinook,Zymoetz Fiddler-Chinook,54.2237,-129.831,Skeena River,SEAK,BC,1984,2013,30,2.708633333,4.563766667,"Ivan Winther, DFO, 2024",https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/41241046.pdf,NA
266,Chinook,Kitsumkalum-Chinook,54.2237,-129.831,Skeena River,SEAK,BC,1984,2013,30,10.82496667,15.97276667,"Ivan Winther, DFO, 2024",https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/41241046.pdf,NA
267,Chinook,Portland Sound-Observatory Inlet-Lower Nass-Chinook,54.82,-130.25,Nass,SEAK,BC,1986,2011,26,1.976961538,2.741846154,"Salmon Watersheds Program, PSF, 2024",NA,NA
268,Chinook,Upper Nass-Chinook,54.82,130.25,Nass,SEAK,BC,1986,2011,26,19.63342308,29.47703846,"Salmon Watersheds Program, PSF, 2024",NA,NA
269,Chinook,Rivers Inlet-Chinook,51.68,-127.304,Central Coast,WC,BC,1980,2011,32,1.98925,2.67746875,"Salmon Watersheds Program, PSF, 2024",NA,NA
270,Chinook,Bella Coola-Bentinck-Chinook,52.31,-126.99,Central Coast,WC,BC,1985,2011,27,19.92496296,32.4712963,"Salmon Watersheds Program, PSF, 2024",NA,NA
271,Chinook,Dean River-Chinook,52.78,-126.977,Central Coast,WC,BC,1985,2011,27,2.210703704,3.358814815,"Salmon Watersheds Program, PSF, 2024",NA,NA
272,Chinook,North & Central Coast-Early-Chinook,53.34,-129.19,Central Coast,WC,BC,1985,2011,27,0.880333333,1.339222222,"Salmon Watersheds Program, PSF, 2024",NA,NA
273,Chinook,Cedar-Chinook,47.5039,-122.2169,Inside WA,WC,WA,1967,2014,48,0.882229167,2.077354167,"NWFSC SPS Database, v2022",https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::,data
274,Chinook,Dungeness-Chinook,48.159,-123.135,Inside WA,WC,WA,1988,2013,26,0.350923077,0.266961538,"NWFSC SPS Database, v2022",https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::,data
275,Chinook,Elwha-Chinook,48.17,-123.59,Inside WA,WC,WA,1988,2009,22,1.168363636,0.894,"NWFSC SPS Database, v2022",https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::,data
276,Chinook,Green River-Chinook,47.5925,-122.36,Inside WA,WC,WA,1970,2014,45,5.499266667,11.22706667,"NWFSC SPS Database, v2022",https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::,data
277,Chinook,Lower Sauk (Skagit)-Chinook,48.3677,-122.5141,Inside WA,WC,WA,1954,2013,60,0.920166667,5.0733,"NWFSC SPS Database, v2022",https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::,data
278,Chinook,Lower Skagit-Chinook,48.3677,-122.5141,Inside WA,WC,WA,1954,2013,60,2.931166667,10.25741667,"NWFSC SPS Database, v2022",https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::,data
279,Chinook,Nisqually-Chinook,47.0996,-122.7029,Inside WA,WC,WA,1970,2013,40,1.235375,4.7115,"NWFSC SPS Database, v2022",https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::,data
280,Chinook,North Fork Nooksack-Chinook,48.766,-123.58,Inside WA,WC,WA,1986,2013,28,1.052678571,0.407428571,"NWFSC SPS Database, v2022",https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::,data
281,Chinook,North Fork Stillaguamish-Chinook,48.2465,-122.3957,Inside WA,WC,WA,1976,2014,37,1.142162162,2.002648649,"NWFSC SPS Database, v2022",https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::,data
282,Chinook,Puyallup-Chinook,47.2472,-122.4289,Inside WA,WC,WA,1970,2014,45,1.828933333,5.061933333,"NWFSC SPS Database, v2022",https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::,data
283,Chinook,Sammamish-Chinook,47.751,-122.266,Inside WA,WC,WA,1985,2014,30,0.967,0.631033333,"NWFSC SPS Database, v2022",https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::,data
284,Chinook,Skokomish-Chinook,47.3436,-123.1212,Inside WA,WC,WA,1970,2013,43,1.495906977,3.484093023,"NWFSC SPS Database, v2022",https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::,data
285,Chinook,Snoqualmie (Snohomish)-Chinook,48.0206,-122.2122,Inside WA,WC,WA,1967,2014,48,1.302729167,2.0315625,"NWFSC SPS Database, v2022",https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::,data
286,Chinook,South Fork Nooksack-Chinook,48.766,-123.58,Inside WA,WC,WA,1999,2013,15,0.0672,0.082866667,"NWFSC SPS Database, v2022",https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::,data
287,Chinook,South Fork Stillaguamish-Chinook,48.2465,-122.3957,Inside WA,WC,WA,1976,2014,37,0.219162162,0.412918919,"NWFSC SPS Database, v2022",https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::,data
288,Chinook,Suiattle (Skagit)-Chinook,48.3677,-122.5141,Inside WA,WC,WA,1978,2013,36,0.44375,1.357472222,"NWFSC SPS Database, v2022",https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::,data
289,Chinook,Upper Cascade (Skagit)-Chinook,48.3677,-122.5141,Inside WA,WC,WA,1986,2013,28,0.292821429,0.419607143,"NWFSC SPS Database, v2022",https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::,data
290,Chinook,Upper Sauk (Skagit)-Chinook,48.3677,-122.5141,Inside WA,WC,WA,1954,2013,60,0.7892,3.4957,"NWFSC SPS Database, v2022",https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::,data
291,Chinook,Upper Skagit-Chinook,48.3677,-122.5141,Inside WA,WC,WA,1954,2013,60,8.297833333,32.21271667,"NWFSC SPS Database, v2022",https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::,data
292,Chinook,White River-Chinook,47.305,-122.471,Inside WA,WC,WA,1967,2014,48,0.915333333,0.7293125,"NWFSC SPS Database, v2022",https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:1::::::,data
293,Coho,Buskin River-Coho,57.75812,-152.4784,Kodiak,GOA,AK,1989,2010,22,9.267454545,13.94013636,"Fishery Manuscript Series No. 16-09: Review of Salmon Escapement Goals in the Kodiak Management Area, 2016",http://www.adfg.alaska.gov/FedAidPDFs/FMS16-09.pdf,NA
294,Coho,Berners River-Coho,58.8464,-134.97,SEAK,SEAK,AK,1982,2010,27,12.27755556,26.58611111,Leon Shaul; RIR.1J.1994.26,unpublished; http://www.sf.adfg.state.ak.us/fedaidpdfs/rir.1j.1994.26.pdf,NA
295,Coho,Akwe River-Coho,59.2929349,-139.09307,SEAK,SEAK,AK,1972,1986,15,4.92,20.40333333,Escapement Goals for Yakutat Area Coho Salmon Stocks,http://www.sf.adfg.state.ak.us/FedAidPDFs/RIR.1J.1994.14.pdf,NA
296,Coho,East Alsek River-Coho,59.10379,-138.5086,SEAK,SEAK,AK,1972,1988,17,3.641176471,15.68611765,Escapement Goals for Yakutat Area Coho Salmon Stocks,http://www.sf.adfg.state.ak.us/FedAidPDFs/RIR.1J.1994.14.pdf,NA
297,Coho,Italio River-Coho,59.3129858,-139.15364,SEAK,SEAK,AK,1972,1988,16,3.4625,12.7323125,Escapement Goals for Yakutat Area Coho Salmon Stocks,http://www.sf.adfg.state.ak.us/FedAidPDFs/RIR.1J.1994.14.pdf,NA
298,Coho,Kaliakh River-Coho,60.0873,-142.9378,SEAK,GOA,AK,1973,1988,12,9.6,23.7935,Escapement Goals for Yakutat Area Coho Salmon Stocks,http://www.sf.adfg.state.ak.us/FedAidPDFs/RIR.1J.1994.14.pdf,NA
299,Coho,Lost River-Coho,59.45382,-139.6239,SEAK,SEAK,AK,1972,1988,17,4.710176471,18.12188235,Escapement Goals for Yakutat Area Coho Salmon Stocks,http://www.sf.adfg.state.ak.us/FedAidPDFs/RIR.1J.1994.14.pdf,NA
300,Coho,Situk River-Coho,59.44609,-139.5678,SEAK,SEAK,AK,1972,1988,17,5.948294118,64.06352941,Escapement Goals for Yakutat Area Coho Salmon Stocks,http://www.sf.adfg.state.ak.us/FedAidPDFs/RIR.1J.1994.14.pdf,NA
301,Coho,Tsiu River-Coho,60.0777512,-143.09116,SEAK,GOA,AK,1973,1988,16,24.2875,76.898875,Escapement Goals for Yakutat Area Coho Salmon Stocks,http://www.sf.adfg.state.ak.us/FedAidPDFs/RIR.1J.1994.14.pdf,NA
302,Coho,Middle_Fraser-Coho,49.12,-123.06,Fraser River,WC,BC,1998,2016,19,13600,13251,"Michael Arbeider, DFO, 2022",NA,NA
303,Coho,Fraser_Canyon-Coho,49.12,-123.06,Fraser River,WC,BC,1998,2016,19,5971,6684,"Michael Arbeider, DFO, 2022",NA,NA
304,Coho,Lower_Thompson-Coho,49.12,-123.06,Fraser River,WC,BC,1998,2016,19,16053,15582,"Michael Arbeider, DFO, 2022",NA,NA
305,Coho,North_Thompson-Coho,49.12,-123.06,Fraser River,WC,BC,1998,2016,19,27238,26750,"Michael Arbeider, DFO, 2022",NA,NA
306,Coho,South_Thompson-Coho,49.12,-123.06,Fraser River,WC,BC,1998,2016,19,15850,17619,"Michael Arbeider, DFO, 2022",NA,NA
307,Coho,Lower Skeena-Coho,54.09,-130.21,Skeena,SEAK,BC,1954,2013,57,153.0858772,314.3914912,"Salmon Watersheds Program, PSF, 2022",NA,NA
308,Coho,Middle Skeena-Coho,54.09,130.21,Skeena,SEAK,BC,1954,2013,60,104.7780833,203.7016,"Salmon Watersheds Program, PSF, 2022",NA,NA
309,Coho,Upper Skeena-Coho,54.09,130.21,Skeena,SEAK,BC,1958,2013,21,10.98961905,19.3097619,"Salmon Watersheds Program, PSF, 2022",NA,NA
310,Coho,Lower Nass-Coho,54.82,-130.25,Nass,SEAK,BC,1959,2013,54,66.20398148,163.6464815,"Salmon Watersheds Program, PSF, 2022",NA,NA
311,Coho,Upper Nass-Coho,54.82,-130.25,Nass,SEAK,BC,1970,2013,43,10.39569767,26.62588372,"Salmon Watersheds Program, PSF, 2022",NA,NA
312,Coho,Portland Sound-Observatory Inlet-Portland Canal-Coho,54.82,-130.25,Nass,SEAK,BC,1954,2010,37,48.20827027,132.1960811,"Salmon Watersheds Program, PSF, 2022",NA,NA
313,Coho,Mussel-Kynoch-Coho,52.61,-128.52,Central Coast,WC,BC,1954,2010,57,7.153684211,10.20110526,"Salmon Watersheds Program, PSF, 2022",NA,NA
314,Coho,Hecate Strait Mainland-Coho,52.49,-129.2,Central Coast,WC,BC,1954,2013,60,168.5707,222.5567333,"Salmon Watersheds Program, PSF, 2022",NA,NA
315,Coho,Northern Coastal Streams-Coho,53.2,-129.44,Central Coast,WC,BC,1954,2013,60,117.29975,170.2652,"Salmon Watersheds Program, PSF, 2022",NA,NA
316,Coho,East Haida Gwaii-Coho,53.26,-131.62,Haida Gwaii,SEAK,BC,1954,2013,60,84.17653333,109.38655,"Salmon Watersheds Program, PSF, 2022",NA,NA
317,Coho,West Haida Gwaii-Coho,53.12,-132.82,Haida Gwaii,SEAK,BC,1964,2005,34,29.62538235,33.31197059,"Salmon Watersheds Program, PSF, 2022",NA,NA
318,Coho,Haida Gwaii-Graham Island Lowlands-Coho,54.09,-132.16,Haida Gwaii,SEAK,BC,1954,2012,46,141.3539565,180.4425652,"Salmon Watersheds Program, PSF, 2022",NA,NA
