CU,SpeciesId,CU_Name,Year,T_Idx_E,ExpFactor1,AdjSum,ExpFactor2,ObsE,ExpFactor3,TE,CDN Harvest,CDN ER,TRTC,Total Harvest,Total ER,Total Run,Q1,Q2,Q3,ER Indicator,ER Indicator Lookup,ER Source,StatArea
SX_L-21-05,SX,Kitwancool,2020,125,1.00,125,1.00,125,1.00,125,8,5.8%,133,15,10.9%,140,5.00,5.00,5.00,Kitwanga,[LOOKUP CU],Sockeye Model,04
SX_L-21-05,SX,Kitwancool,2021,435,1.00,435,1.00,435,1.00,435,27,5.2%,462,95,17.9%,530,5.00,5.00,5.00,Kitwanga,[LOOKUP CU],Sockeye Model,04
SX_L-21-05,SX,Kitwancool,2022,"1,437",1.00,"1,437",1.00,"1,437",1.00,"1,437",163,9.8%,"1,600",228,13.7%,"1,665",5.00,5.00,5.00,Kitwanga,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1960,"3,500",1.00,"3,500",1.15,"4,009",1.00,"4,009","4,299",44.8%,"8,308","5,594",58.2%,"9,603",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1961,"5,000",1.00,"5,000",1.15,"5,727",1.00,"5,727","6,759",53.1%,"12,487","7,011",55.0%,"12,739",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1962,"3,000",1.00,"3,000",1.15,"3,436",1.00,"3,436","4,535",52.6%,"7,971","5,187",60.1%,"8,623",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1963,"1,000",1.00,"1,000",1.15,"1,145",1.00,"1,145",500,27.6%,"1,646",670,36.9%,"1,816",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1964,"5,000",1.00,"5,000",1.15,"5,727",1.00,"5,727","6,853",50.0%,"12,580","7,965",58.2%,"13,692",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1965,"10,000",1.00,"10,000",1.15,"11,455",1.00,"11,455","8,244",36.4%,"19,699","11,193",49.4%,"22,648",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1966,"6,000",1.00,"6,000",1.15,"6,873",1.00,"6,873","14,140",64.7%,"21,013","14,977",68.5%,"21,850",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1967,"3,400",1.00,"3,400",1.15,"3,895",1.00,"3,895","10,078",64.0%,"13,973","11,843",75.3%,"15,738",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1968,"3,000",1.00,"3,000",1.15,"3,436",1.00,"3,436","6,401",62.2%,"9,837","6,851",66.6%,"10,287",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1969,"3,300",1.00,"3,300",1.15,"3,780",1.00,"3,780","4,131",49.5%,"7,911","4,568",54.7%,"8,348",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1970,"4,700",1.00,"4,700",1.15,"5,384",2.00,"10,768","12,665",52.8%,"23,432","13,231",55.1%,"23,998",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1971,"3,300",1.00,"3,300",1.15,"3,780",2.00,"7,560","10,852",57.7%,"18,412","11,234",59.8%,"18,794",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1972,"1,800",1.00,"1,800",1.15,"2,062",2.00,"4,124","5,887",55.3%,"10,011","6,522",61.3%,"10,646",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1973,"1,000",1.00,"1,000",1.15,"1,145",2.00,"2,291","4,622",64.0%,"6,913","4,932",68.3%,"7,223",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1974,"1,200",1.00,"1,200",1.15,"1,375",2.00,"2,749","7,344",69.5%,"10,093","7,814",74.0%,"10,563",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1975,225,1.00,225,1.15,258,2.00,515,423,44.3%,939,440,46.0%,955,2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1976,100,1.00,100,1.15,115,2.00,229,349,57.2%,578,381,62.5%,610,2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1977,600,1.00,600,1.15,687,2.00,"1,375","2,089",56.0%,"3,463","2,354",63.1%,"3,729",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1978,500,1.00,500,1.15,573,2.00,"1,145","1,891",56.7%,"3,036","2,191",65.7%,"3,336",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1979,700,1.00,700,1.15,802,2.00,"1,604","2,277",55.0%,"3,880","2,540",61.3%,"4,143",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1980,400,1.00,400,1.15,458,2.00,916,"1,205",46.4%,"2,121","1,682",64.7%,"2,599",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1981,"1,000",1.00,"1,000",1.15,"1,145",2.00,"2,291","3,481",56.8%,"5,772","3,840",62.6%,"6,131",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1982,"3,000",1.00,"3,000",1.15,"3,436",2.00,"6,873","12,236",61.0%,"19,109","13,189",65.7%,"20,062",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1983,"4,000",1.00,"4,000",1.15,"4,582",2.00,"9,164","11,244",51.0%,"20,408","12,875",58.4%,"22,039",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1984,"3,000",1.00,"3,000",1.15,"3,436",2.00,"6,873","11,647",60.4%,"18,520","12,405",64.3%,"19,278",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1985,"2,000",1.00,"2,000",1.15,"2,291",2.00,"4,582","5,805",53.9%,"10,387","6,189",57.5%,"10,771",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1986,"3,000",1.00,"3,000",1.15,"3,436",2.00,"6,873","9,044",52.7%,"15,917","10,297",60.0%,"17,170",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1987,"4,000",1.00,"4,000",1.15,"4,582",2.00,"9,164","7,457",43.8%,"16,621","7,843",46.1%,"17,007",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1988,"1,000",1.00,"1,000",1.15,"1,145",2.00,"2,291","4,772",63.4%,"7,063","5,242",69.6%,"7,532",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1989,"5,600",1.00,"5,600",1.15,"6,415",2.00,"12,829","10,146",41.4%,"22,975","11,677",47.6%,"24,507",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1990,"6,000",1.00,"6,000",1.15,"6,873",1.00,"6,873","10,311",55.5%,"17,184","11,690",63.0%,"18,563",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1991,"40,000",1.00,"40,000",1.15,"45,819",1.00,"45,819","55,357",51.5%,"101,177","61,644",57.4%,"107,463",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1992,"27,000",1.00,"27,000",1.15,"30,928",1.00,"30,928","55,939",61.1%,"86,867","60,597",66.2%,"91,525",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1993,"22,000",1.00,"22,000",1.15,"25,201",1.00,"25,201","33,440",55.0%,"58,641","35,592",58.5%,"60,793",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1994,,,,,,,,,,,,,,,,,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1995,"35,000",1.00,"35,000",1.15,"40,092",1.00,"40,092","89,030",66.5%,"129,122","93,824",70.1%,"133,916",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1996,"41,000",1.00,"41,000",1.15,"46,965",1.00,"46,965","68,268",57.0%,"115,233","72,808",60.8%,"119,773",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1997,"24,000",1.00,"24,000",1.15,"27,492",1.00,"27,492","67,472",65.5%,"94,964","75,495",73.3%,"102,987",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1998,"6,000",1.00,"6,000",1.15,"6,873",1.00,"6,873","7,430",49.2%,"14,303","8,217",54.5%,"15,089",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,1999,"15,000",1.00,"15,000",1.15,"17,182",1.00,"17,182","5,351",22.9%,"22,533","6,200",26.5%,"23,382",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,2000,"3,000",1.00,"3,000",1.15,"3,436",1.00,"3,436","4,208",54.2%,"7,645","4,322",55.7%,"7,759",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,2001,"4,000",1.00,"4,000",1.15,"4,582",1.00,"4,582","2,632",35.3%,"7,214","2,880",38.6%,"7,462",2.00,5.00,4.36,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,2002,"5,595",1.00,"5,595",1.00,"5,595",1.00,"5,595","3,902",40.0%,"9,497","4,154",42.6%,"9,749",2.00,5.00,5.00,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,2003,"18,790",1.00,"18,790",1.00,"18,790",1.00,"18,790","6,173",24.0%,"24,963","6,947",27.0%,"25,737",2.00,5.00,5.00,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,2004,"13,479",1.00,"13,479",1.00,"13,479",1.00,"13,479","4,306",23.5%,"17,785","4,826",26.4%,"18,305",2.00,5.00,5.00,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,2005,"9,549",1.00,"9,549",1.00,"9,549",1.00,"9,549","1,704",14.1%,"11,253","2,555",21.1%,"12,104",2.00,5.00,5.00,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,2006,"15,808",1.00,"15,808",1.00,"15,808",1.00,"15,808","8,265",33.7%,"24,073","8,754",35.6%,"24,562",2.00,5.00,5.00,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,2007,"39,231",1.00,"39,231",1.00,"39,231",1.00,"39,231","12,900",23.2%,"52,131","16,411",29.5%,"55,642",2.00,5.00,5.00,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,2008,"15,027",1.00,"15,027",1.00,"15,027",1.00,"15,027","7,928",34.3%,"22,955","8,106",35.0%,"23,133",2.00,5.00,5.00,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,2009,"26,291",1.00,"26,291",1.00,"26,291",1.00,"26,291","4,997",15.6%,"31,289","5,727",17.9%,"32,019",2.00,5.00,5.00,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,2010,"12,395",1.00,"12,395",1.00,"12,395",1.00,"12,395","2,827",18.2%,"15,222","3,113",20.1%,"15,507",2.00,5.00,5.00,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,2011,"6,422",1.00,"6,422",1.00,"6,422",1.00,"6,422","1,873",21.8%,"8,296","2,160",25.2%,"8,582",2.00,5.00,5.00,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,2012,"5,963",1.00,"5,963",1.00,"5,963",1.00,"5,963","1,993",24.6%,"7,956","2,123",26.3%,"8,086",2.00,5.00,5.00,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,2013,"8,135",1.00,"8,135",1.00,"8,135",1.00,"8,135","1,891",18.6%,"10,026","2,050",20.1%,"10,185",2.00,5.00,5.00,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,2014,"16,595",1.00,"16,595",1.00,"16,595",1.00,"16,595","3,395",16.4%,"19,990","4,079",19.7%,"20,674",2.00,5.00,5.00,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,2015,"28,133",1.00,"28,133",1.00,"28,133",1.00,"28,133","4,647",13.7%,"32,781","5,731",16.9%,"33,865",2.00,5.00,5.00,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,2016,"26,309",1.00,"26,309",1.00,"26,309",1.00,"26,309","7,164",19.9%,"33,472","9,695",26.9%,"36,003",2.00,5.00,5.00,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,2017,"10,728",1.00,"10,728",1.00,"10,728",1.00,"10,728",355,3.2%,"11,083",493,4.4%,"11,221",2.00,5.00,5.00,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,2018,"19,154",1.00,"19,154",1.00,"19,154",1.00,"19,154","1,765",8.4%,"20,919","1,900",9.0%,"21,053",2.00,5.00,5.00,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,2019,"24,260",1.00,"24,260",1.00,"24,260",1.00,"24,260","3,250",11.3%,"27,510","4,372",15.3%,"28,632",2.00,5.00,5.00,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,2020,"19,805",1.00,"19,805",1.00,"19,805",1.00,"19,805","2,750",11.9%,"22,555","3,341",14.4%,"23,146",2.00,5.00,5.00,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,2021,"48,850",1.00,"48,850",1.00,"48,850",1.00,"48,850","4,465",7.9%,"53,315","7,401",13.2%,"56,251",2.00,5.00,5.00,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-07,SX,Morice,2022,"18,827",1.00,"18,827",1.00,"18,827",1.00,"18,827","2,889",13.1%,"21,716","3,231",14.6%,"22,058",2.00,5.00,5.00,Morice+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1960,"2,500",1.00,"2,500",1.12,"2,789",2.00,"5,578","2,577",28.9%,"8,155","3,353",37.5%,"8,931",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1961,750,1.00,750,1.12,837,2.00,"1,673",887,34.2%,"2,560",920,35.5%,"2,593",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1962,1,1.00,1,1.12,1,2.00,2,1,33.9%,3,1,38.8%,4,2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1963,"3,500",1.00,"3,500",1.12,"3,904",2.00,"7,809","1,820",17.8%,"9,628","2,438",23.8%,"10,247",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1964,"1,500",1.00,"1,500",1.12,"1,673",2.00,"3,347","1,727",32.3%,"5,074","2,007",37.5%,"5,354",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1965,750,1.00,750,1.12,837,2.00,"1,673",576,23.5%,"2,249",782,31.9%,"2,455",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1966,"1,500",1.00,"1,500",1.12,"1,673",2.00,"3,347","2,501",41.7%,"5,847","2,649",44.2%,"5,995",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1967,"2,000",1.00,"2,000",1.12,"2,231",2.00,"4,462","3,576",41.3%,"8,039","4,203",48.5%,"8,665",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1968,"3,500",1.00,"3,500",1.12,"3,904",2.00,"7,809","5,486",40.1%,"13,295","5,872",42.9%,"13,681",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1969,"3,500",1.00,"3,500",1.12,"3,904",2.00,"7,809","3,847",31.9%,"11,656","4,254",35.3%,"12,063",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1970,"3,500",1.00,"3,500",1.12,"3,904",2.00,"7,809","4,120",34.0%,"11,929","4,304",35.5%,"12,113",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1971,"3,500",1.00,"3,500",1.12,"3,904",2.00,"7,809","4,727",37.2%,"12,536","4,894",38.5%,"12,703",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1972,"3,500",1.00,"3,500",1.12,"3,904",2.00,"7,809","4,599",35.6%,"12,408","5,096",39.5%,"12,904",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1973,"3,500",1.00,"3,500",1.12,"3,904",2.00,"7,809","5,752",41.2%,"13,561","6,138",44.0%,"13,947",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1974,"3,500",1.00,"3,500",1.12,"3,904",2.00,"7,809","6,687",44.8%,"14,496","7,116",47.7%,"14,925",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1975,"3,500",1.00,"3,500",1.12,"3,904",2.00,"7,809","3,170",28.5%,"10,979","3,295",29.7%,"11,104",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1976,400,1.00,400,1.12,446,2.00,892,551,36.9%,"1,443",601,40.3%,"1,494",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1977,"3,500",1.00,"3,500",1.12,"3,904",2.00,"7,809","4,754",36.1%,"12,562","5,358",40.7%,"13,167",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1978,200,1.00,200,1.12,223,2.00,446,283,36.5%,729,327,42.3%,774,2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1979,"3,500",1.00,"3,500",1.12,"3,904",2.00,"7,809","4,572",35.4%,"12,381","5,100",39.5%,"12,908",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1980,"3,000",1.00,"3,000",1.12,"3,347",2.00,"6,693","3,432",29.9%,"10,126","4,792",41.7%,"11,486",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1981,"3,000",1.00,"3,000",1.12,"3,347",2.00,"6,693","4,107",36.6%,"10,801","4,531",40.4%,"11,224",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1982,"5,000",1.00,"5,000",1.12,"5,578",2.00,"11,156","8,460",41.4%,"19,616","9,293",45.4%,"20,448",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1983,,,,,,,,,,,,,,,,,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1984,"3,500",1.00,"3,500",1.12,"3,904",2.00,"7,809","3,101",27.9%,"10,910","3,320",29.8%,"11,129",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1985,"5,500",1.00,"5,500",1.12,"6,136",2.00,"12,271","9,133",41.6%,"21,404","9,657",44.0%,"21,928",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1986,"3,500",1.00,"3,500",1.12,"3,904",2.00,"7,809","4,490",35.2%,"12,299","4,958",38.8%,"12,767",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1987,"4,000",1.00,"4,000",1.12,"4,462",2.00,"8,924","2,583",22.1%,"11,508","2,774",23.7%,"11,698",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1988,"3,000",1.00,"3,000",1.12,"3,347",2.00,"6,693","6,291",46.4%,"12,984","6,870",50.7%,"13,564",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1989,"3,500",1.00,"3,500",1.12,"3,904",2.00,"7,809","4,743",36.1%,"12,552","5,335",40.6%,"13,144",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1990,"3,500",1.00,"3,500",1.12,"3,904",2.00,"7,809","4,305",33.5%,"12,114","5,047",39.3%,"12,855",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1991,"4,000",1.00,"4,000",1.12,"4,462",2.00,"8,924","6,317",40.6%,"15,241","6,620",42.6%,"15,544",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1992,"6,000",1.00,"6,000",1.12,"6,693",2.00,"13,387","12,242",46.7%,"25,628","12,815",48.9%,"26,202",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1993,"5,000",1.00,"5,000",1.12,"5,578",2.00,"11,156","11,340",49.5%,"22,495","11,764",51.3%,"22,919",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1994,"4,000",1.00,"4,000",1.12,"4,462",2.00,"8,924","6,150",40.2%,"15,075","6,388",41.7%,"15,312",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1995,"2,500",1.00,"2,500",1.12,"2,789",2.00,"5,578","5,548",49.3%,"11,125","5,681",50.5%,"11,258",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1996,"2,300",1.00,"2,300",1.12,"2,566",2.00,"5,132","7,232",57.2%,"12,364","7,521",59.4%,"12,652",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1997,"1,200",1.00,"1,200",1.12,"1,339",2.00,"2,677","4,702",59.9%,"7,379","5,166",65.9%,"7,843",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1998,,,,,,,,,,,,,,,,,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,1999,"6,853",1.00,"6,853",1.12,"7,645",2.00,"15,289","3,333",17.3%,"18,622","3,927",20.4%,"19,216",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,2000,,,,,,,,,,,,,,,,,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,2001,"7,953",1.00,"7,953",1.12,"8,872",2.00,"17,744","7,375",28.8%,"25,119","7,872",30.7%,"25,616",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,2002,"3,619",1.00,"3,619",1.12,"4,037",2.00,"8,074","5,280",38.5%,"13,355","5,648",41.2%,"13,722",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,2003,"6,834",1.00,"6,834",1.12,"7,624",2.00,"15,249","5,222",25.0%,"20,471","5,608",26.9%,"20,856",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,2004,"6,189",1.00,"6,189",1.12,"6,904",2.00,"13,809","4,488",24.1%,"18,297","4,802",25.8%,"18,611",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,2005,"3,633",1.00,"3,633",1.12,"4,053",2.00,"8,106","1,265",12.6%,"9,371","1,942",19.3%,"10,047",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,2006,"9,448",1.00,"9,448",1.12,"10,540",2.00,"21,080","13,400",38.3%,"34,480","13,914",39.8%,"34,995",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,2007,"3,329",1.00,"3,329",1.12,"3,713",2.00,"7,426","2,061",21.0%,"9,488","2,371",24.2%,"9,797",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,2008,"6,602",1.00,"6,602",1.12,"7,365",2.00,"14,731","3,158",17.6%,"17,889","3,259",18.1%,"17,990",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,2009,"8,027",1.00,"8,027",1.12,"8,955",2.00,"17,910","2,229",10.9%,"20,139","2,479",12.2%,"20,389",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,2010,"2,086",1.00,"2,086",1.12,"2,327",2.00,"4,654",829,14.9%,"5,484",903,16.2%,"5,557",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,2011,"2,876",1.00,"2,876",1.12,"3,208",2.00,"6,417","1,612",19.7%,"8,029","1,783",21.7%,"8,200",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,2012,"4,490",1.00,"4,490",1.12,"5,009",2.00,"10,018","2,611",20.4%,"12,629","2,799",21.8%,"12,816",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,2013,"1,700",1.00,"1,700",1.12,"1,896",2.00,"3,793",531,12.1%,"4,324",584,13.3%,"4,377",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,2014,"2,209",1.00,"2,209",1.12,"2,464",2.00,"4,928","1,037",17.1%,"5,965","1,136",18.7%,"6,064",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
SX_L-21-09,SX,Stephens,2015,"7,527",1.00,"7,527",1.12,"8,396",2.00,"16,793","1,707",9.0%,"18,500","2,266",11.9%,"19,059",2.00,5.00,4.48,Swan+,[LOOKUP CU],Sockeye Model,04
